,state,zipcode,total_income
50616,KS,66756,2822.0
50617,KS,66756,4462.0001
50619,KS,66757,6938.0
50620,KS,66757,15705.0
50621,KS,66757,10882.0
50622,KS,66757,12062.0
50623,KS,66757,22920.0
50625,KS,66762,50814.0
50626,KS,66762,93134.0
50627,KS,66762,73577.0
50628,KS,66762,65705.0
50629,KS,66762,126104.0
50630,KS,66762,162168.0
50631,KS,66763,6533.0
50632,KS,66763,14646.0
50633,KS,66763,14287.0
50634,KS,66763,14115.0
50635,KS,66763,22013.0
50636,KS,66763,12901.0001
50637,KS,66767,923.0
50638,KS,66767,1695.0001
50639,KS,66767,1971.0
50640,KS,66767,4866.0001
50643,KS,66769,929.0001
50644,KS,66769,2533.0
50645,KS,66769,2112.0001
50646,KS,66769,3021.0001
50649,KS,66770,1930.0001
50650,KS,66770,4822.0
50651,KS,66770,5801.0
50652,KS,66770,3604.0001
50653,KS,66770,13139.0
50655,KS,66771,1853.0
50656,KS,66771,4127.0
50657,KS,66771,4211.0
50658,KS,66771,2971.0001
50659,KS,66771,9001.0
50661,KS,66772,668.0
50662,KS,66772,1392.0001
50663,KS,66772,2584.0001
50667,KS,66773,1393.0001
50668,KS,66773,3298.0
50669,KS,66773,2755.0
50670,KS,66773,2052.0001
50671,KS,66773,11551.0001
50673,KS,66776,2499.0
50674,KS,66776,5164.0
50675,KS,66776,4807.0
50676,KS,66776,3188.0
50677,KS,66776,7378.0001
50679,KS,66777,1149.0
50680,KS,66777,2299.0001
50681,KS,66777,2957.0
50683,KS,66777,3482.0001
50685,KS,66779,1360.0
50686,KS,66779,3065.0
50687,KS,66779,2775.0
50688,KS,66779,1811.0001
50689,KS,66779,4151.0001
50691,KS,66780,899.0
50692,KS,66780,2331.0001
50693,KS,66780,2757.0
50694,KS,66780,3842.0001
50697,KS,66781,2205.0
50698,KS,66781,4757.0
50699,KS,66781,5010.0
50700,KS,66781,3695.0001
50701,KS,66781,9433.0
50703,KS,66783,4577.0
50704,KS,66783,9518.0
50705,KS,66783,9088.0
50706,KS,66783,8251.0
50707,KS,66783,15422.0
50709,KS,66801,57021.0
50710,KS,66801,125429.0
50711,KS,66801,121995.0
50712,KS,66801,97289.0
50713,KS,66801,147551.0
50714,KS,66801,85902.0
50715,KS,66830,457.0
50716,KS,66830,2499.0
50718,KS,66830,4232.0
50721,KS,66833,1022.0
50722,KS,66833,2535.0001
50723,KS,66833,2358.0001
50724,KS,66833,2214.0
50725,KS,66833,5412.0001
50727,KS,66834,1592.0
50728,KS,66834,4369.0
50729,KS,66834,4376.0
50730,KS,66834,4097.0
50731,KS,66834,7770.0
50733,KS,66835,1773.0
50734,KS,66835,4042.0
50735,KS,66835,6349.0
50736,KS,66835,6305.0
50737,KS,66835,10554.0
50739,KS,66839,7330.0
50740,KS,66839,14598.0
50741,KS,66839,15476.0
50742,KS,66839,16697.0
50743,KS,66839,49878.0
50744,KS,66839,21692.0
50745,KS,66840,1388.0
50746,KS,66840,3385.0
50747,KS,66840,2545.0
50748,KS,66840,3341.0001
50749,KS,66840,7071.0
50751,KS,66842,452.0001
50752,KS,66842,1369.0
50753,KS,66842,1601.0001
50754,KS,66842,3958.0001
50757,KS,66845,2018.0
50758,KS,66845,4135.0
50759,KS,66845,5699.0
50760,KS,66845,4227.0
50761,KS,66845,9103.0
50763,KS,66846,6168.0
50764,KS,66846,14753.0
50765,KS,66846,16283.0
50766,KS,66846,13639.0
50767,KS,66846,24344.0
50768,KS,66846,26723.0
50769,KS,66849,837.0001
50770,KS,66849,2322.0
50771,KS,66849,2172.0001
50772,KS,66849,2533.0
50773,KS,66849,3245.0001
50775,KS,66851,1004.0001
50776,KS,66851,2021.0
50777,KS,66851,1629.0001
50778,KS,66851,2632.0001
50781,KS,66852,1328.0
50782,KS,66852,2065.0001
50783,KS,66852,3379.0
50784,KS,66852,2940.0
50785,KS,66852,6415.0001
50787,KS,66853,707.0001
50788,KS,66853,2557.0
50790,KS,66853,2689.0001
50793,KS,66854,1445.0001
50794,KS,66854,4103.0
50795,KS,66854,3840.0001
50796,KS,66854,3476.0
50797,KS,66854,4319.0001
50799,KS,66856,2549.0
50800,KS,66856,5558.0
50801,KS,66856,7553.0
50802,KS,66856,7340.0
50803,KS,66856,17257.0
50804,KS,66856,13024.0001
50805,KS,66857,1815.0
50806,KS,66857,3359.0001
50807,KS,66857,3488.0
50808,KS,66857,3349.0001
50809,KS,66857,9152.0
50811,KS,66858,683.0001
50812,KS,66858,1504.0
50813,KS,66858,1783.0001
50814,KS,66858,2003.0
50815,KS,66858,2742.0001
50817,KS,66860,2417.0
50818,KS,66860,5288.0
50819,KS,66860,5652.0
50820,KS,66860,5518.0
50821,KS,66860,12090.0
50823,KS,66861,5891.0
50824,KS,66861,14364.0
50825,KS,66861,14973.0
50826,KS,66861,13352.0
50827,KS,66861,22933.0
50828,KS,66861,13532.0001
50829,KS,66864,772.0001
50830,KS,66864,1951.0001
50831,KS,66864,4027.0
50833,KS,66864,2954.0001
50835,KS,66865,1415.0
50836,KS,66865,3646.0
50837,KS,66865,5927.0
50838,KS,66865,6558.0
50839,KS,66865,15068.0
50841,KS,66866,3190.0
50842,KS,66866,6461.0
50843,KS,66866,6614.0
50844,KS,66866,7305.0
50845,KS,66866,14504.0
50847,KS,66868,1012.0001
50848,KS,66868,2259.0
50849,KS,66868,4183.0001
50850,KS,66868,3831.0
50851,KS,66868,6458.0001
50853,KS,66869,1202.0
50854,KS,66869,2951.0
50855,KS,66869,3769.0
50856,KS,66869,3755.0
50857,KS,66869,4118.0001
50859,KS,66871,2238.0
50860,KS,66871,4864.0
50861,KS,66871,6898.0
50862,KS,66871,5347.0
50863,KS,66871,16786.0
50865,KS,66872,1831.0
50866,KS,66872,3978.0
50867,KS,66872,3535.0
50868,KS,66872,3768.0001
50869,KS,66872,8196.0
50871,KS,66873,643.0001
50872,KS,66873,1368.0
50873,KS,66873,3398.0001
50877,KS,66901,13984.0
50878,KS,66901,26193.0
50879,KS,66901,26618.0
50880,KS,66901,20788.0
50881,KS,66901,32919.0
50882,KS,66901,18393.0
50883,KS,66933,554.0001
50884,KS,66933,2331.0
50886,KS,66933,2449.0001
50889,KS,66935,5231.0
50890,KS,66935,12505.0
50891,KS,66935,10013.0
50892,KS,66935,10225.0
50893,KS,66935,15803.0
50894,KS,66935,8125.0001
50895,KS,66936,454.0001
50896,KS,66936,2650.0
50898,KS,66936,2852.0001
50901,KS,66937,1367.0
50902,KS,66937,3258.0
50903,KS,66937,4654.0
50904,KS,66937,3134.0001
50905,KS,66937,8041.0
50907,KS,66938,1679.0
50908,KS,66938,3398.0
50909,KS,66938,4403.0
50910,KS,66938,5204.0
50911,KS,66938,9100.0
50913,KS,66939,1043.0001
50914,KS,66939,1989.0
50915,KS,66939,2747.0
50916,KS,66939,2204.0001
50917,KS,66939,6946.0
50919,KS,66940,629.0001
50920,KS,66940,2313.0
50922,KS,66940,2741.0001
50925,KS,66941,448.0
50926,KS,66941,1092.0001
50927,KS,66941,2482.0
50929,KS,66941,3785.0001
50931,KS,66943,805.0001
50932,KS,66943,2543.0
50933,KS,66943,2203.0001
50934,KS,66943,2334.0
50935,KS,66943,3992.0001
50937,KS,66945,1875.0
50938,KS,66945,3728.0
50939,KS,66945,5921.0
50940,KS,66945,5162.0
50941,KS,66945,11802.0
50943,KS,66948,821.0001
50944,KS,66948,1856.0001
50945,KS,66948,2375.0
50946,KS,66948,4279.0001
50949,KS,66949,1237.0
50950,KS,66949,2726.0
50951,KS,66949,2642.0001
50952,KS,66949,2192.0
50953,KS,66949,3698.0001
50955,KS,66951,1170.0
50956,KS,66951,2685.0
50957,KS,66951,3236.0
50958,KS,66951,2633.0001
50959,KS,66951,8547.0
50961,KS,66952,1024.0
50962,KS,66952,1603.0001
50963,KS,66952,3784.0
50965,KS,66952,3680.0001
50967,KS,66953,1154.0001
50968,KS,66953,3002.0
50969,KS,66953,2997.0
50970,KS,66953,2575.0001
50971,KS,66953,5635.0
50973,KS,66956,2597.0
50974,KS,66956,5815.0
50975,KS,66956,5503.0
50976,KS,66956,4671.0
50977,KS,66956,7434.0
50979,KS,66958,403.0001
50980,KS,66958,1403.0
50981,KS,66958,2800.0001
50985,KS,66962,470.0
50986,KS,66962,1017.0001
50987,KS,66962,3101.0
50989,KS,66962,4553.0001
50991,KS,66966,1052.0001
50992,KS,66966,2882.0
50993,KS,66966,3058.0001
50994,KS,66966,2388.0
50995,KS,66966,5561.0001
50997,KS,66967,4498.0
50998,KS,66967,9640.0
50999,KS,66967,9725.0
51000,KS,66967,7633.0
51001,KS,66967,13364.0
51002,KS,66967,7368.0001
51003,KS,66968,3653.0
51004,KS,66968,7142.0
51005,KS,66968,7621.0
51006,KS,66968,7483.0
51007,KS,66968,15693.0
51009,KS,67001,2696.0
51010,KS,67001,4924.0
51011,KS,67001,6287.0
51012,KS,67001,6849.0
51013,KS,67001,29748.0
51014,KS,67001,26474.0
51015,KS,67002,20117.0
51016,KS,67002,46606.0
51017,KS,67002,62386.0
51018,KS,67002,69626.0
51019,KS,67002,231981.0
51020,KS,67002,279837.0
51021,KS,67003,5207.0
51022,KS,67003,10364.0
51023,KS,67003,9740.0
51024,KS,67003,8040.0
51025,KS,67003,13522.0
51026,KS,67003,6484.0001
51027,KS,67004,1369.0
51028,KS,67004,3515.0
51029,KS,67004,4069.0
51030,KS,67004,3282.0
51031,KS,67004,5887.0001
51033,KS,67005,32587.0
51034,KS,67005,72018.0
51035,KS,67005,57927.0
51036,KS,67005,50174.0
51037,KS,67005,94099.0
51038,KS,67005,30130.0
51039,KS,67008,828.0
51040,KS,67008,1713.0001
51041,KS,67008,3282.0
51043,KS,67008,2943.0001
51045,KS,67009,1405.0
51046,KS,67009,2692.0
51047,KS,67009,2290.0001
51048,KS,67009,1746.0
51049,KS,67009,6080.0001
51051,KS,67010,24932.0
51052,KS,67010,52253.0
51053,KS,67010,59524.0
51054,KS,67010,62039.0
51055,KS,67010,127413.0
51056,KS,67010,62433.0
51057,KS,67013,5041.0
51058,KS,67013,11980.0
51059,KS,67013,17413.0
51060,KS,67013,13459.0
51061,KS,67013,27035.0
51062,KS,67013,8782.0001
51063,KS,67017,3852.0
51064,KS,67017,7583.0
51065,KS,67017,9880.0
51066,KS,67017,10409.0
51067,KS,67017,36018.0
51068,KS,67017,36254.0
51069,KS,67019,1428.0
51070,KS,67019,3371.0
51071,KS,67019,4239.0
51072,KS,67019,4600.0
51073,KS,67019,7180.0
51075,KS,67020,3137.0
51076,KS,67020,6731.0
51077,KS,67020,6716.0
51078,KS,67020,7828.0
51079,KS,67020,15763.0
51081,KS,67022,3266.0
51082,KS,67022,5731.0
51083,KS,67022,4936.0
51084,KS,67022,6282.0
51085,KS,67022,11055.0
51087,KS,67023,469.0001
51088,KS,67023,2003.0
51090,KS,67023,2852.0001
51093,KS,67024,1619.0
51094,KS,67024,2431.0
51095,KS,67024,2658.0001
51096,KS,67024,2953.0
51097,KS,67024,3842.0001
51099,KS,67025,6256.0
51100,KS,67025,13762.0
51101,KS,67025,15908.0
51102,KS,67025,19210.0
51103,KS,67025,53506.0
51104,KS,67025,25090.0
51105,KS,67026,7258.0
51106,KS,67026,16976.0
51107,KS,67026,20040.0
51108,KS,67026,25368.0
51109,KS,67026,63040.0
51110,KS,67026,38003.0
51111,KS,67029,2131.0
51112,KS,67029,3245.0
51113,KS,67029,3853.0
51114,KS,67029,3889.0
51115,KS,67029,10240.0
51117,KS,67030,4703.0
51118,KS,67030,9551.0
51119,KS,67030,10726.0
51120,KS,67030,13358.0
51121,KS,67030,40274.0
51122,KS,67030,37258.0
51123,KS,67031,3453.0
51124,KS,67031,7853.0
51125,KS,67031,9100.0
51126,KS,67031,10772.0
51127,KS,67031,27183.0
51129,KS,67035,1384.0
51130,KS,67035,3314.0
51131,KS,67035,3278.0
51132,KS,67035,4769.0
51133,KS,67035,9659.0
51135,KS,67037,48510.0
51136,KS,67037,118080.0
51137,KS,67037,142259.0
51138,KS,67037,150309.0
51139,KS,67037,382552.0
51140,KS,67037,192643.0
51141,KS,67038,994.0
51142,KS,67038,1977.0001
51143,KS,67038,2022.0
51144,KS,67038,1777.0001
51145,KS,67038,3787.0001
51147,KS,67039,5263.0
51148,KS,67039,12219.0
51149,KS,67039,13364.0
51150,KS,67039,16283.0
51151,KS,67039,36606.0
51152,KS,67039,11752.0001
51153,KS,67042,32804.0
51154,KS,67042,65592.0
51155,KS,67042,65827.0
51156,KS,67042,59129.0
51157,KS,67042,119139.0
51158,KS,67042,49279.0
51159,KS,67045,7162.0
51160,KS,67045,13860.0
51161,KS,67045,13098.0
51162,KS,67045,10925.0
51163,KS,67045,17409.0
51164,KS,67045,7396.0001
51165,KS,67047,1091.0
51166,KS,67047,2479.0001
51167,KS,67047,2941.0
51168,KS,67047,1987.0001
51169,KS,67047,4037.0001
51171,KS,67050,2896.0
51172,KS,67050,5994.0
51173,KS,67050,7868.0
51174,KS,67050,11153.0
51175,KS,67050,28787.0
51176,KS,67050,14047.0001
51177,KS,67051,589.0
51178,KS,67051,1601.0001
51179,KS,67051,1519.0001
51180,KS,67051,1672.0001
51181,KS,67051,7067.0
51183,KS,67052,12814.0
51184,KS,67052,26564.0
51185,KS,67052,36918.0
51186,KS,67052,42537.0
51187,KS,67052,125179.0
51188,KS,67052,119323.0
51189,KS,67054,2391.0
51190,KS,67054,3849.0
51191,KS,67054,4523.0
51192,KS,67054,4822.0
51193,KS,67054,15824.0
51195,KS,67056,5160.0
51196,KS,67056,13510.0
51197,KS,67056,12923.0
51198,KS,67056,15998.0
51199,KS,67056,25748.0
51200,KS,67056,15515.0001
51201,KS,67058,3490.0
51202,KS,67058,8682.0
51203,KS,67058,9234.0
51204,KS,67058,6170.0
51205,KS,67058,17072.0
51207,KS,67059,1504.0
51208,KS,67059,3779.0
51209,KS,67059,3149.0
51210,KS,67059,4218.0001
51211,KS,67059,9701.0
51213,KS,67060,25907.0
51214,KS,67060,64523.0
51215,KS,67060,68059.0
51216,KS,67060,64211.0
51217,KS,67060,113259.0
51218,KS,67060,26096.0
51219,KS,67062,6385.0
51220,KS,67062,12862.0
51221,KS,67062,19109.0
51222,KS,67062,20827.0
51223,KS,67062,42092.0
51224,KS,67062,24437.0
51225,KS,67063,5878.0
51226,KS,67063,12256.0
51227,KS,67063,16630.0
51228,KS,67063,17076.0
51229,KS,67063,27893.0
51230,KS,67063,11571.0001
51231,KS,67066,481.0001
51232,KS,67066,961.0001
51233,KS,67066,2410.0
51235,KS,67066,2855.0001
51237,KS,67067,3306.0
51238,KS,67067,6974.0
51239,KS,67067,10024.0
51240,KS,67067,11108.0
51241,KS,67067,31670.0
51242,KS,67067,15474.0001
51243,KS,67068,8402.0
51244,KS,67068,17440.0
51245,KS,67068,19355.0
51246,KS,67068,17555.0
51247,KS,67068,31243.0
51248,KS,67068,13397.0
51249,KS,67070,1962.0
51250,KS,67070,4631.0
51251,KS,67070,4741.0
51252,KS,67070,3270.0
51253,KS,67070,11116.0
51255,KS,67073,464.0001
51256,KS,67073,1138.0001
51257,KS,67073,2481.0
51259,KS,67073,3396.0001
51261,KS,67074,2438.0001
51262,KS,67074,6072.0
51263,KS,67074,8312.0
51264,KS,67074,7921.0
51265,KS,67074,19089.0
51267,KS,67101,8931.0
51268,KS,67101,21971.0
51269,KS,67101,26191.0
51270,KS,67101,26933.0
51271,KS,67101,72253.0
51272,KS,67101,75822.0
51273,KS,67103,354.0001
51274,KS,67103,1791.0001
51275,KS,67103,2947.0
51277,KS,67103,2847.0001
51279,KS,67104,4134.0
51280,KS,67104,10386.0
51281,KS,67104,11268.0
51282,KS,67104,9676.0
51283,KS,67104,21677.0
51285,KS,67106,625.0001
51286,KS,67106,2017.0
51287,KS,67106,1948.0001
51288,KS,67106,1793.0001
51289,KS,67106,6063.0
51291,KS,67107,5543.0
51292,KS,67107,14122.0
51293,KS,67107,14831.0
51294,KS,67107,12771.0
51295,KS,67107,26460.0
51296,KS,67107,39810.0
51297,KS,67108,2982.0
51298,KS,67108,6154.0
51299,KS,67108,6425.0
51300,KS,67108,7702.0
51301,KS,67108,19353.0
51302,KS,67108,7938.0001
51303,KS,67109,459.0001
51304,KS,67109,1789.0
51305,KS,67109,1491.0001
51306,KS,67109,1797.0
51307,KS,67109,3370.0001
51309,KS,67110,12997.0
51310,KS,67110,33550.0
51311,KS,67110,40043.0
51312,KS,67110,46887.0
51313,KS,67110,89147.0
51314,KS,67110,31173.0
51315,KS,67111,490.0001
51316,KS,67111,1879.0001
51317,KS,67111,2223.0
51319,KS,67111,3426.0001
51321,KS,67112,456.0001
51322,KS,67112,1819.0
51324,KS,67112,3206.0001
51327,KS,67114,41863.0
51328,KS,67114,97817.0
51329,KS,67114,97091.0
51330,KS,67114,88406.0
51331,KS,67114,154476.0
51332,KS,67114,89878.0
51333,KS,67117,2244.0
51334,KS,67117,6006.0
51335,KS,67117,7909.0
51336,KS,67117,8848.0
51337,KS,67117,19601.0
51338,KS,67117,17510.0001
51339,KS,67118,949.0001
51340,KS,67118,3212.0
51341,KS,67118,4040.0
51342,KS,67118,4439.0
51343,KS,67118,7734.0001
51345,KS,67119,2528.0
51346,KS,67119,5197.0
51347,KS,67119,6764.0
51348,KS,67119,7722.0
51349,KS,67119,15801.0
51351,KS,67120,2238.0
51352,KS,67120,5142.0
51353,KS,67120,6492.0
51354,KS,67120,7590.0
51355,KS,67120,23121.0
51357,KS,67123,1223.0
51358,KS,67123,3204.0001
51359,KS,67123,2817.0
51360,KS,67123,1766.0001
51361,KS,67123,6469.0001
51363,KS,67124,15617.0
51364,KS,67124,29580.0
51365,KS,67124,33293.0
51366,KS,67124,31643.0
51367,KS,67124,64242.0
51368,KS,67124,45185.0
51369,KS,67127,1380.0
51370,KS,67127,3053.0
51371,KS,67127,2853.0
51372,KS,67127,2711.0001
51373,KS,67127,5334.0
51375,KS,67131,332.0001
51376,KS,67131,1129.0001
51377,KS,67131,1368.0
51378,KS,67131,4088.0001
51381,KS,67132,644.0001
51382,KS,67132,1513.0001
51383,KS,67132,3232.0
51385,KS,67132,3254.0001
51387,KS,67133,10010.0
51388,KS,67133,23708.0
51389,KS,67133,31312.0
51390,KS,67133,37802.0
51391,KS,67133,86248.0
51392,KS,67133,43216.0
51393,KS,67134,592.0
51394,KS,67134,1406.0001
51395,KS,67134,3041.0
51397,KS,67134,5293.0001
51399,KS,67135,5219.0
51400,KS,67135,12255.0
51401,KS,67135,14445.0
51402,KS,67135,15347.0
51403,KS,67135,36381.0
51404,KS,67135,15806.0001
51405,KS,67137,1023.0
51406,KS,67137,2406.0001
51407,KS,67137,2383.0
51408,KS,67137,1858.0001
51409,KS,67137,3707.0001
51411,KS,67138,829.0
51412,KS,67138,1467.0001
51413,KS,67138,1569.0001
51414,KS,67138,2016.0
51415,KS,67138,4008.0001
51417,KS,67140,1278.0
51418,KS,67140,2802.0001
51419,KS,67140,4089.0
51420,KS,67140,2753.0001
51421,KS,67140,7760.0
51423,KS,67142,574.0001
51424,KS,67142,1639.0
51425,KS,67142,1624.0001
51426,KS,67142,3643.0001
51429,KS,67144,4821.0
51430,KS,67144,10152.0
51431,KS,67144,11497.0
51432,KS,67144,14015.0
51433,KS,67144,31841.0
51434,KS,67144,26213.0
51435,KS,67146,3095.0
51436,KS,67146,5162.0
51437,KS,67146,8738.0
51438,KS,67146,9588.0
51439,KS,67146,25739.0
51441,KS,67147,16268.0
51442,KS,67147,36850.0
51443,KS,67147,45870.0
51444,KS,67147,51436.0
51445,KS,67147,126173.0
51446,KS,67147,82345.0
51447,KS,67149,1536.0
51448,KS,67149,3553.0
51449,KS,67149,5307.0
51450,KS,67149,6248.0
51451,KS,67149,15206.0
51452,KS,67149,16864.0001
51453,KS,67151,691.0001
51454,KS,67151,1541.0001
51455,KS,67151,1992.0
51456,KS,67151,2617.0001
51457,KS,67151,6505.0
51459,KS,67152,18347.0
51460,KS,67152,36898.0
51461,KS,67152,37484.0
51462,KS,67152,33876.0
51463,KS,67152,64786.0
51464,KS,67152,23978.0
51465,KS,67154,2250.0
51466,KS,67154,4983.0
51467,KS,67154,7896.0
51468,KS,67154,6765.0
51469,KS,67154,19732.0
51471,KS,67156,28832.0
51472,KS,67156,62414.0
51473,KS,67156,56210.0
51474,KS,67156,56246.0
51475,KS,67156,101417.0
51476,KS,67156,58057.0
51477,KS,67202,4777.0
51478,KS,67202,14938.0
51479,KS,67202,12791.0
51480,KS,67202,8755.0
51481,KS,67202,14441.0
51482,KS,67202,39376.0
51483,KS,67203,72831.0
51484,KS,67203,166789.0
51485,KS,67203,136696.0
51486,KS,67203,84428.0
51487,KS,67203,109844.0
51488,KS,67203,35266.0
51489,KS,67204,48130.0
51490,KS,67204,104943.0
51491,KS,67204,94859.0
51492,KS,67204,71242.0
51493,KS,67204,139666.0
51494,KS,67204,144747.0
51495,KS,67205,25967.0
51496,KS,67205,51911.0
51497,KS,67205,77458.0
51498,KS,67205,94863.0
51499,KS,67205,357819.0
51500,KS,67205,394182.0
51501,KS,67206,27092.0
51502,KS,67206,57014.0
51503,KS,67206,66323.0
51504,KS,67206,70141.0
51505,KS,67206,238634.0
51506,KS,67206,955395.0
51507,KS,67207,65206.0
51508,KS,67207,145709.0
51509,KS,67207,125488.0
51510,KS,67207,107828.0
51511,KS,67207,195882.0
51512,KS,67207,76015.0
51513,KS,67208,43043.0
51514,KS,67208,86256.0
51515,KS,67208,71380.0
51516,KS,67208,54326.0
51517,KS,67208,100797.0
51518,KS,67208,123833.0
51519,KS,67209,23735.0
51520,KS,67209,56890.0
51521,KS,67209,70990.0
51522,KS,67209,74717.0
51523,KS,67209,142080.0
51524,KS,67209,43159.0
51525,KS,67210,17911.0
51526,KS,67210,38775.0
51527,KS,67210,30298.0
51528,KS,67210,23164.0
51529,KS,67210,34114.0
51530,KS,67210,7497.0001
51531,KS,67211,53817.0
51532,KS,67211,99897.0
51533,KS,67211,68726.0
51534,KS,67211,34502.0
51535,KS,67211,33317.0
51536,KS,67211,7005.0001
51537,KS,67212,87111.0
51538,KS,67212,223095.0
51539,KS,67212,234617.0
51540,KS,67212,209614.0
51541,KS,67212,384094.0
51542,KS,67212,131845.0
51543,KS,67213,53533.0
51544,KS,67213,116640.0
51545,KS,67213,68838.0
51546,KS,67213,35208.0
51547,KS,67213,28538.0
51548,KS,67213,14232.0001
51549,KS,67214,42792.0
51550,KS,67214,65236.0
51551,KS,67214,30500.0
51552,KS,67214,12490.0
51553,KS,67214,20726.0
51555,KS,67215,9379.0
51556,KS,67215,22045.0
51557,KS,67215,32369.0
51558,KS,67215,40087.0
51559,KS,67215,89000.0
51560,KS,67215,15942.0001
51561,KS,67216,61075.0
51562,KS,67216,121031.0
51563,KS,67216,85864.0
51564,KS,67216,55507.0
51565,KS,67216,54242.0
51566,KS,67216,11168.0001
51567,KS,67217,73622.0
51568,KS,67217,166852.0
51569,KS,67217,140063.0
51570,KS,67217,93877.0
51571,KS,67217,100590.0
51572,KS,67217,12875.0001
51573,KS,67218,59379.0
51574,KS,67218,119153.0
51575,KS,67218,87515.0
51576,KS,67218,56191.0
51577,KS,67218,88491.0
51578,KS,67218,69402.0
51579,KS,67219,27355.0
51580,KS,67219,57086.0
51581,KS,67219,58661.0
51582,KS,67219,45556.0
51583,KS,67219,73530.0
51584,KS,67219,16021.0001
51585,KS,67220,27026.0
51586,KS,67220,58334.0
51587,KS,67220,71353.0
51588,KS,67220,66630.0
51589,KS,67220,129058.0
51590,KS,67220,44889.0
51591,KS,67223,651.0
51592,KS,67223,1897.0001
51594,KS,67223,2959.0001
51595,KS,67223,10303.0
51596,KS,67223,11846.0001
51597,KS,67226,33842.0
51598,KS,67226,78045.0
51599,KS,67226,89591.0
51600,KS,67226,90197.0
51601,KS,67226,284705.0
51602,KS,67226,329298.0
51603,KS,67227,543.0001
51604,KS,67227,1147.0
51605,KS,67227,1367.0001
51606,KS,67227,1773.0001
51607,KS,67227,8991.0
51608,KS,67227,6814.0001
51609,KS,67228,1855.0
51610,KS,67228,2889.0
51611,KS,67228,4562.0
51612,KS,67228,7873.0
51613,KS,67228,50546.0
51614,KS,67228,110960.0
51615,KS,67230,12444.0
51616,KS,67230,22039.0
51617,KS,67230,35024.0
51618,KS,67230,46348.0
51619,KS,67230,223679.0
51620,KS,67230,649742.0
51621,KS,67232,442.0001
51622,KS,67232,825.0
51623,KS,67232,2291.0
51625,KS,67232,14917.0
51627,KS,67235,15957.0
51628,KS,67235,36484.0
51629,KS,67235,56199.0
51630,KS,67235,76540.0
51631,KS,67235,292258.0
51632,KS,67235,191904.0
51633,KS,67301,25483.0
51634,KS,67301,52068.0
51635,KS,67301,48255.0
51636,KS,67301,41297.0
51637,KS,67301,68354.0
51638,KS,67301,50262.0
51639,KS,67330,2425.0
51640,KS,67330,6641.0
51641,KS,67330,6701.0
51642,KS,67330,7050.0
51643,KS,67330,14169.0
51645,KS,67333,4651.0
51646,KS,67333,11173.0
51647,KS,67333,11098.0
51648,KS,67333,10246.0
51649,KS,67333,18782.0
51651,KS,67335,6763.0
51652,KS,67335,13523.0
51653,KS,67335,13004.0
51654,KS,67335,9821.0
51655,KS,67335,21450.0
51657,KS,67336,3382.0
51658,KS,67336,5209.0
51659,KS,67336,5458.0
51660,KS,67336,3182.0001
51661,KS,67336,5871.0001
51663,KS,67337,24249.0
51664,KS,67337,44207.0
51665,KS,67337,37725.0
51666,KS,67337,35100.0
51667,KS,67337,56456.0
51668,KS,67337,31454.0
51669,KS,67341,777.0
51670,KS,67341,1113.0
51671,KS,67341,1948.0
51672,KS,67341,2598.0
51675,KS,67342,1272.0
51676,KS,67342,3179.0
51677,KS,67342,4046.0
51678,KS,67342,2750.0001
51679,KS,67342,10612.0
51681,KS,67344,1284.0
51682,KS,67344,2827.0001
51683,KS,67344,4660.0
51684,KS,67344,3259.0
51685,KS,67344,4124.0001
51687,KS,67346,712.0
51688,KS,67346,1101.0001
51689,KS,67346,2645.0
51691,KS,67346,2697.0001
51693,KS,67347,586.0001
51694,KS,67347,1404.0001
51695,KS,67347,1505.0
51696,KS,67347,2059.0001
51697,KS,67347,3628.0001
51699,KS,67349,1732.0
51700,KS,67349,4052.0
51701,KS,67349,3483.0
51702,KS,67349,3908.0001
51703,KS,67349,6019.0
51705,KS,67351,679.0001
51706,KS,67351,1353.0001
51707,KS,67351,1598.0
51708,KS,67351,2161.0001
51709,KS,67351,3670.0001
51711,KS,67352,891.0001
51712,KS,67352,1860.0
51713,KS,67352,1692.0001
51714,KS,67352,3132.0001
51717,KS,67353,1203.0
51718,KS,67353,1997.0001
51719,KS,67353,3916.0
51721,KS,67353,3691.0001
51723,KS,67354,1524.0
51724,KS,67354,3335.0001
51725,KS,67354,4626.0
51727,KS,67354,5731.0001
51729,KS,67355,531.0
51730,KS,67355,1223.0
51732,KS,67355,3748.0
51735,KS,67356,5114.0
51736,KS,67356,11573.0
51737,KS,67356,11236.0
51738,KS,67356,9113.0
51739,KS,67356,12820.0
51741,KS,67357,26646.0
51742,KS,67357,59546.0
51743,KS,67357,43956.0
51744,KS,67357,36039.0
51745,KS,67357,48225.0
51746,KS,67357,45975.0
51747,KS,67360,597.0
51748,KS,67360,2498.0
51750,KS,67360,2563.0
51753,KS,67361,3770.0
51754,KS,67361,7652.0
51755,KS,67361,5358.0
51756,KS,67361,5145.0
51757,KS,67361,13882.0
51759,KS,67401,106208.0
51760,KS,67401,250048.0
51761,KS,67401,222194.0
51762,KS,67401,192373.0
51763,KS,67401,329531.0
51764,KS,67401,315867.0
51765,KS,67410,18494.0
51766,KS,67410,46919.0
51767,KS,67410,49671.0
51768,KS,67410,42292.0
51769,KS,67410,72307.0
51770,KS,67410,36018.0
51771,KS,67416,1744.0001
