,state,zipcode,total_income
66831,MA,2726,25133.0
66832,MA,2726,62921.0
66833,MA,2726,88779.0
66834,MA,2726,87260.0
66835,MA,2726,237822.0
66836,MA,2726,93763.0
66837,MA,2738,7209.0
66838,MA,2738,16842.0
66839,MA,2738,20780.0
66840,MA,2738,22826.0
66841,MA,2738,93243.0
66842,MA,2738,211760.0
66843,MA,2739,9166.0
66844,MA,2739,21027.0
66845,MA,2739,31109.0
66846,MA,2739,33840.0
66847,MA,2739,118182.0
66848,MA,2739,216296.0
66849,MA,2740,100313.0
66850,MA,2740,228514.0
66851,MA,2740,179260.0
66852,MA,2740,128561.0
66853,MA,2740,181414.0
66854,MA,2740,62158.0
66855,MA,2743,18357.0
66856,MA,2743,42186.0
66857,MA,2743,53164.0
66858,MA,2743,53469.0
66859,MA,2743,147653.0
66860,MA,2743,82253.0
66861,MA,2744,28687.0
66862,MA,2744,65941.0
66863,MA,2744,44113.0
66864,MA,2744,26527.0
66865,MA,2744,42343.0
66866,MA,2744,10023.0001
66867,MA,2745,49795.0
66868,MA,2745,133609.0
66869,MA,2745,133243.0
66870,MA,2745,112429.0
66871,MA,2745,198526.0
66872,MA,2745,40718.0
66873,MA,2746,40672.0
66874,MA,2746,84331.0
66875,MA,2746,46349.0
66876,MA,2746,28085.0
66877,MA,2746,30972.0
66878,MA,2746,8766.0001
66879,MA,2747,30722.0
66880,MA,2747,71343.0
66881,MA,2747,87518.0
66882,MA,2747,95639.0
66883,MA,2747,282630.0
66884,MA,2747,241006.0
66885,MA,2748,18210.0
66886,MA,2748,42297.0
66887,MA,2748,56651.0
66888,MA,2748,55591.0
66889,MA,2748,165295.0
66890,MA,2748,356126.0
66891,MA,2760,41792.0
66892,MA,2760,109135.0
66893,MA,2760,122621.0
66894,MA,2760,127992.0
66895,MA,2760,421995.0
66896,MA,2760,460722.0
66897,MA,2762,14787.0
66898,MA,2762,37695.0
66899,MA,2762,49911.0
66900,MA,2762,47564.0
66901,MA,2762,151406.0
66902,MA,2762,165302.0
66903,MA,2763,3226.0
66904,MA,2763,6654.0
66905,MA,2763,8941.0
66906,MA,2763,7721.0
66907,MA,2763,37140.0
66908,MA,2763,48148.0
66909,MA,2764,6603.0
66910,MA,2764,14492.0
66911,MA,2764,19144.0
66912,MA,2764,22672.0
66913,MA,2764,70853.0
66914,MA,2764,37978.0
66915,MA,2766,26339.0
66916,MA,2766,62700.0
66917,MA,2766,86492.0
66918,MA,2766,90160.0
66919,MA,2766,297065.0
66920,MA,2766,277287.0
66921,MA,2767,22640.0
66922,MA,2767,55025.0
66923,MA,2767,70942.0
66924,MA,2767,75156.0
66925,MA,2767,247268.0
66926,MA,2767,194516.0
66927,MA,2769,18444.0
66928,MA,2769,41767.0
66929,MA,2769,56142.0
66930,MA,2769,60893.0
66931,MA,2769,217894.0
66932,MA,2769,285196.0
66933,MA,2770,8824.0
66934,MA,2770,17306.0
66935,MA,2770,22354.0
66936,MA,2770,29471.0
66937,MA,2770,106599.0
66938,MA,2770,100929.0
66939,MA,2771,23941.0
66940,MA,2771,56539.0
66941,MA,2771,72618.0
66942,MA,2771,81323.0
66943,MA,2771,255846.0
66944,MA,2771,200676.0
66945,MA,2777,27335.0
66946,MA,2777,66505.0
66947,MA,2777,86442.0
66948,MA,2777,93147.0
66949,MA,2777,261653.0
66950,MA,2777,138488.0
66951,MA,2779,10347.0
66952,MA,2779,22411.0
66953,MA,2779,27053.0
66954,MA,2779,38177.0
66955,MA,2779,116705.0
66956,MA,2779,89513.0
66957,MA,2780,103605.0
66958,MA,2780,270726.0
66959,MA,2780,259477.0
66960,MA,2780,220317.0
66961,MA,2780,463582.0
66962,MA,2780,165688.0
66963,MA,2790,27693.0
66964,MA,2790,66070.0
66965,MA,2790,80217.0
66966,MA,2790,86620.0
66967,MA,2790,260604.0
66968,MA,2790,267632.0
66981,MI,48001,26071.0
66982,MI,48001,52102.0
66983,MI,48001,60653.0
66984,MI,48001,57655.0
66985,MI,48001,117195.0
66986,MI,48001,75787.0
66987,MI,48002,5473.0
66988,MI,48002,11699.0
66989,MI,48002,14579.0
66990,MI,48002,16629.0
66991,MI,48002,44191.0
66992,MI,48002,11486.0001
66993,MI,48003,11535.0
66994,MI,48003,22741.0
66995,MI,48003,27532.0
66996,MI,48003,36272.0
66997,MI,48003,92939.0
66998,MI,48003,30582.0
66999,MI,48005,8550.0
67000,MI,48005,21017.0
67001,MI,48005,25820.0
67002,MI,48005,26925.0
67003,MI,48005,79435.0
67004,MI,48005,53780.0
67005,MI,48006,7047.0
67006,MI,48006,14454.0
67007,MI,48006,18349.0
67008,MI,48006,20246.0
67009,MI,48006,42638.0
67010,MI,48006,15817.0001
67011,MI,48009,20714.0
67012,MI,48009,43702.0
67013,MI,48009,67323.0
67014,MI,48009,77556.0
67015,MI,48009,313944.0
67016,MI,48009,2882852.0
67017,MI,48014,9562.0
67018,MI,48014,19852.0
67019,MI,48014,21375.0
67020,MI,48014,18688.0
67021,MI,48014,36883.0
67022,MI,48014,4484.0001
67023,MI,48015,20618.0
67024,MI,48015,46831.0
67025,MI,48015,37095.0
67026,MI,48015,24862.0
67027,MI,48015,38660.0
67029,MI,48017,19328.0
67030,MI,48017,53350.0
67031,MI,48017,81564.0
67032,MI,48017,77274.0
67033,MI,48017,151020.0
67034,MI,48017,41865.0
67035,MI,48021,96319.0
67036,MI,48021,192470.0
67037,MI,48021,146964.0
67038,MI,48021,100780.0
67039,MI,48021,112979.0
67040,MI,48021,12567.0001
67041,MI,48022,4498.0
67042,MI,48022,9437.0
67043,MI,48022,13016.0
67044,MI,48022,15292.0
67045,MI,48022,35523.0
67047,MI,48023,10768.0
67048,MI,48023,21912.0
67049,MI,48023,22205.0
67050,MI,48023,21484.0
67051,MI,48023,49212.0
67052,MI,48023,34978.0
67053,MI,48025,15764.0
67054,MI,48025,30921.0
67055,MI,48025,41521.0
67056,MI,48025,53860.0
67057,MI,48025,275962.0
67058,MI,48025,1342956.0
67059,MI,48026,31249.0
67060,MI,48026,71779.0
67061,MI,48026,74155.0
67062,MI,48026,69205.0
67063,MI,48026,135794.0
67064,MI,48026,42906.0
67065,MI,48027,5712.0
67066,MI,48027,11762.0
67067,MI,48027,15960.0
67068,MI,48027,17566.0
67069,MI,48027,35551.0
67070,MI,48027,7106.0001
67071,MI,48028,1852.0
67072,MI,48028,4352.0
67073,MI,48028,4086.0
67074,MI,48028,6335.0001
67075,MI,48028,14866.0
67076,MI,48028,19500.0
67077,MI,48030,38722.0
67078,MI,48030,89974.0
67079,MI,48030,73453.0
67080,MI,48030,45355.0
67081,MI,48030,43862.0
67082,MI,48030,7857.0001
67083,MI,48032,3982.0
67084,MI,48032,9243.0
67085,MI,48032,9815.0
67086,MI,48032,11062.0
67087,MI,48032,28628.0
67089,MI,48033,39843.0
67090,MI,48033,90984.0
67091,MI,48033,89780.0
67092,MI,48033,66249.0
67093,MI,48033,114677.0
67094,MI,48033,86337.0
67095,MI,48034,33353.0
67096,MI,48034,77178.0
67097,MI,48034,73050.0
67098,MI,48034,56852.0
67099,MI,48034,83899.0
67100,MI,48034,91285.0
67101,MI,48035,83708.0
67102,MI,48035,183778.0
67103,MI,48035,166616.0
67104,MI,48035,138358.0
67105,MI,48035,216667.0
67106,MI,48035,42579.0
67107,MI,48036,54760.0
67108,MI,48036,107784.0
67109,MI,48036,96430.0
67110,MI,48036,90860.0
67111,MI,48036,181683.0
67112,MI,48036,190106.0
67113,MI,48038,91936.0
67114,MI,48038,218630.0
67115,MI,48038,231283.0
67116,MI,48038,220007.0
67117,MI,48038,492971.0
67118,MI,48038,225450.0
67119,MI,48039,17802.0
67120,MI,48039,31986.0
67121,MI,48039,33998.0
67122,MI,48039,33494.0
67123,MI,48039,61542.0
67124,MI,48039,34296.0
67125,MI,48040,19139.0
67126,MI,48040,41745.0
67127,MI,48040,52573.0
67128,MI,48040,49315.0
67129,MI,48040,110566.0
67130,MI,48040,31064.0
67131,MI,48041,8399.0
67132,MI,48041,18743.0
67133,MI,48041,21192.0
67134,MI,48041,22967.0
67135,MI,48041,50962.0
67136,MI,48041,12105.0001
67137,MI,48042,49296.0
67138,MI,48042,96973.0
67139,MI,48042,130681.0
67140,MI,48042,173983.0
67141,MI,48042,643696.0
67142,MI,48042,297859.0
67143,MI,48043,37642.0
67144,MI,48043,73369.0
67145,MI,48043,65285.0
67146,MI,48043,47843.0
67147,MI,48043,71424.0
67148,MI,48043,27617.0001
67149,MI,48044,97554.0
67150,MI,48044,188253.0
67151,MI,48044,213024.0
67152,MI,48044,265056.0
67153,MI,48044,964182.0
67154,MI,48044,501151.0
67155,MI,48045,48686.0
67156,MI,48045,113016.0
67157,MI,48045,122919.0
67158,MI,48045,117141.0
67159,MI,48045,305281.0
67160,MI,48045,308920.0
67161,MI,48047,73668.0
67162,MI,48047,149653.0
67163,MI,48047,175454.0
67164,MI,48047,204226.0
67165,MI,48047,603847.0
67166,MI,48047,347759.0
67167,MI,48048,19051.0
67168,MI,48048,38557.0
67169,MI,48048,41144.0
67170,MI,48048,35843.0
67171,MI,48048,60131.0
67172,MI,48048,18756.0
67173,MI,48049,10907.0
67174,MI,48049,22437.0
67175,MI,48049,27714.0
67176,MI,48049,29105.0
67177,MI,48049,60860.0
67178,MI,48049,18962.0
67179,MI,48050,2857.0
67180,MI,48050,5620.0
67181,MI,48050,6597.0
67182,MI,48050,9516.0
67183,MI,48050,25567.0
67184,MI,48050,8475.0001
67185,MI,48051,37602.0
67186,MI,48051,74718.0
67187,MI,48051,83917.0
67188,MI,48051,90593.0
67189,MI,48051,211815.0
67190,MI,48051,78925.0
67191,MI,48054,12567.0
67192,MI,48054,24625.0
67193,MI,48054,31506.0
67194,MI,48054,40566.0
67195,MI,48054,106221.0
67196,MI,48054,71296.0
67197,MI,48059,32600.0
67198,MI,48059,60801.0
67199,MI,48059,70278.0
67200,MI,48059,61260.0
67201,MI,48059,149943.0
67202,MI,48059,120646.0
67203,MI,48060,102248.0
67204,MI,48060,173182.0
67205,MI,48060,139978.0
67206,MI,48060,100070.0
67207,MI,48060,174351.0
67208,MI,48060,84231.0
67209,MI,48062,17857.0
67210,MI,48062,38649.0
67211,MI,48062,46500.0
67212,MI,48062,47855.0
67213,MI,48062,115428.0
67214,MI,48062,46994.0
67215,MI,48063,7394.0
67216,MI,48063,16179.0
67217,MI,48063,20736.0
67218,MI,48063,21876.0
67219,MI,48063,52249.0
67220,MI,48063,18211.0001
67221,MI,48064,8287.0
67222,MI,48064,15706.0
67223,MI,48064,17922.0
67224,MI,48064,18040.0
67225,MI,48064,48141.0
67226,MI,48064,20607.0
67227,MI,48065,19140.0
67228,MI,48065,38463.0
67229,MI,48065,42888.0
67230,MI,48065,50872.0
67231,MI,48065,166571.0
67232,MI,48065,182677.0
67233,MI,48066,126594.0
67234,MI,48066,283234.0
67235,MI,48066,227654.0
67236,MI,48066,156472.0
67237,MI,48066,161183.0
67238,MI,48066,26170.0001
67239,MI,48067,31890.0
67240,MI,48067,91227.0
67241,MI,48067,147725.0
67242,MI,48067,170074.0
67243,MI,48067,427097.0
67244,MI,48067,563928.0
67245,MI,48069,2627.0
67246,MI,48069,5800.0
67247,MI,48069,10347.0
67248,MI,48069,12795.0
67249,MI,48069,59103.0
67250,MI,48069,109712.0
67251,MI,48070,6010.0
67252,MI,48070,10146.0
67253,MI,48070,17544.0
67254,MI,48070,25696.0
67255,MI,48070,133367.0
67256,MI,48070,411563.0
67257,MI,48071,65165.0
67258,MI,48071,161268.0
67259,MI,48071,161729.0
67260,MI,48071,133363.0
67261,MI,48071,177033.0
67262,MI,48071,62489.0
67263,MI,48072,22283.0
67264,MI,48072,56891.0
67265,MI,48072,91813.0
67266,MI,48072,103801.0
67267,MI,48072,270514.0
67268,MI,48072,139716.0
67269,MI,48073,52650.0
67270,MI,48073,144393.0
67271,MI,48073,204688.0
67272,MI,48073,217288.0
67273,MI,48073,531871.0
67274,MI,48073,412319.0
67275,MI,48074,20665.0
67276,MI,48074,40192.0
67277,MI,48074,46785.0
67278,MI,48074,42356.0
67279,MI,48074,77113.0
67280,MI,48074,16323.0001
67281,MI,48075,49073.0
67282,MI,48075,114921.0
67283,MI,48075,117374.0
67284,MI,48075,93250.0
67285,MI,48075,161309.0
67286,MI,48075,103350.0
67287,MI,48076,53504.0
67288,MI,48076,122082.0
67289,MI,48076,147734.0
67290,MI,48076,140809.0
67291,MI,48076,298458.0
67292,MI,48076,143064.0
67293,MI,48079,24466.0
67294,MI,48079,48023.0
67295,MI,48079,57234.0
67296,MI,48079,65469.0
67297,MI,48079,172124.0
67298,MI,48079,171612.0
67299,MI,48080,49886.0
67300,MI,48080,124232.0
67301,MI,48080,147831.0
67302,MI,48080,120741.0
67303,MI,48080,205411.0
67304,MI,48080,94243.0
67305,MI,48081,40535.0
67306,MI,48081,99763.0
67307,MI,48081,125620.0
67308,MI,48081,118148.0
67309,MI,48081,237702.0
67310,MI,48081,106371.0
67311,MI,48082,35606.0
67312,MI,48082,85076.0
67313,MI,48082,108083.0
67314,MI,48082,89971.0
67315,MI,48082,143473.0
67316,MI,48082,46715.0
67317,MI,48083,38316.0
67318,MI,48083,77013.0
67319,MI,48083,102755.0
67320,MI,48083,112678.0
67321,MI,48083,316077.0
67322,MI,48083,246525.0
67323,MI,48084,17332.0
67324,MI,48084,40453.0
67325,MI,48084,72544.0
67326,MI,48084,92535.0
67327,MI,48084,268806.0
67328,MI,48084,472706.0
67329,MI,48085,33247.0
67330,MI,48085,61523.0
67331,MI,48085,84812.0
67332,MI,48085,126083.0
67333,MI,48085,525035.0
67334,MI,48085,445500.0
67335,MI,48088,50481.0
67336,MI,48088,116345.0
67337,MI,48088,132855.0
67338,MI,48088,121267.0
67339,MI,48088,189823.0
67340,MI,48088,33412.0
67341,MI,48089,89316.0
67342,MI,48089,163918.0
67343,MI,48089,114643.0
67344,MI,48089,68540.0
67345,MI,48089,75230.0
67346,MI,48089,13098.0001
67347,MI,48091,84484.0
67348,MI,48091,165025.0
67349,MI,48091,119487.0
67350,MI,48091,77693.0
67351,MI,48091,84801.0
67352,MI,48091,15479.0001
67353,MI,48092,63135.0
67354,MI,48092,129147.0
67355,MI,48092,134830.0
67356,MI,48092,122669.0
67357,MI,48092,209522.0
67358,MI,48092,57928.0
67359,MI,48093,56978.0
67360,MI,48093,124516.0
67361,MI,48093,125918.0
67362,MI,48093,113243.0
67363,MI,48093,189742.0
67364,MI,48093,51234.0
67365,MI,48094,33069.0
67366,MI,48094,67606.0
67367,MI,48094,81650.0
67368,MI,48094,89290.0
67369,MI,48094,336276.0
67370,MI,48094,514729.0
67371,MI,48095,7520.0
67372,MI,48095,15301.0
67373,MI,48095,20374.0
67374,MI,48095,22658.0
67375,MI,48095,106772.0
67376,MI,48095,140580.0
67377,MI,48096,6741.0
67378,MI,48096,13339.0
67379,MI,48096,16013.0
67380,MI,48096,19096.0
67381,MI,48096,60164.0
67382,MI,48096,51287.0
67383,MI,48097,10253.0
67384,MI,48097,20931.0
67385,MI,48097,24565.0
67386,MI,48097,22011.0
67387,MI,48097,33705.0
67388,MI,48097,11593.0001
67389,MI,48098,21645.0
67390,MI,48098,41076.0
67391,MI,48098,59693.0
67392,MI,48098,72782.0
67393,MI,48098,403433.0
67394,MI,48098,961503.0
67395,MI,48101,55552.0
67396,MI,48101,136368.0
67397,MI,48101,166462.0
67398,MI,48101,160542.0
67399,MI,48101,321341.0
67400,MI,48101,97962.0
67401,MI,48103,77727.0
67402,MI,48103,177293.0
67403,MI,48103,227866.0
67404,MI,48103,251217.0
67405,MI,48103,898749.0
67406,MI,48103,1773414.0
67407,MI,48104,44395.0
67408,MI,48104,96097.0
67409,MI,48104,104702.0
67410,MI,48104,99352.0
67411,MI,48104,306202.0
67412,MI,48104,1156158.0
67413,MI,48105,39937.0
67414,MI,48105,95082.0
67415,MI,48105,121311.0
67416,MI,48105,122097.0
67417,MI,48105,457394.0
67418,MI,48105,1280933.0
67419,MI,48108,45572.0
67420,MI,48108,110498.0
67421,MI,48108,112124.0
67422,MI,48108,106911.0
67423,MI,48108,301257.0
67424,MI,48108,592890.0
67425,MI,48109,780.0001
67426,MI,48109,3806.0
67431,MI,48111,91635.0
67432,MI,48111,216890.0
67433,MI,48111,213629.0
67434,MI,48111,192129.0
67435,MI,48111,431825.0
67436,MI,48111,152512.0
67437,MI,48114,32426.0
67438,MI,48114,61665.0
67439,MI,48114,76545.0
67440,MI,48114,95587.0
67441,MI,48114,380318.0
67442,MI,48114,477776.0
67443,MI,48116,42196.0
67444,MI,48116,88865.0
67445,MI,48116,114983.0
67446,MI,48116,133650.0
67447,MI,48116,482651.0
67448,MI,48116,709767.0
67449,MI,48117,18767.0
67450,MI,48117,38339.0
67451,MI,48117,45315.0
67452,MI,48117,49801.0
67453,MI,48117,132930.0
67454,MI,48117,54884.0
67455,MI,48118,19071.0
67456,MI,48118,42731.0
67457,MI,48118,60440.0
67458,MI,48118,70540.0
67459,MI,48118,234763.0
67460,MI,48118,232163.0
67461,MI,48120,17228.0
67462,MI,48120,23643.0
67463,MI,48120,27821.0
67464,MI,48120,26094.0
67465,MI,48120,43981.0
67466,MI,48120,35999.0
67467,MI,48122,31015.0
67468,MI,48122,56421.0
67469,MI,48122,41590.0
67470,MI,48122,30079.0
67471,MI,48122,33334.0
67473,MI,48124,64811.0
67474,MI,48124,138108.0
67475,MI,48124,165864.0
67476,MI,48124,168920.0
67477,MI,48124,384662.0
67478,MI,48124,288904.0
67479,MI,48125,57980.0
67480,MI,48125,110359.0
67481,MI,48125,95822.0
67482,MI,48125,70546.0
67483,MI,48125,86171.0
67484,MI,48125,16829.0001
67485,MI,48126,135291.0
67486,MI,48126,153628.0
67487,MI,48126,121127.0
67488,MI,48126,92338.0
67489,MI,48126,155659.0
67490,MI,48126,108439.0
67491,MI,48127,97827.0
67492,MI,48127,156438.0
67493,MI,48127,139331.0
67494,MI,48127,125652.0
67495,MI,48127,241345.0
67496,MI,48127,198621.0
67497,MI,48128,20024.0
67498,MI,48128,38111.0
67499,MI,48128,50825.0
67500,MI,48128,55701.0
67501,MI,48128,151276.0
67502,MI,48128,80444.0
67503,MI,48130,18684.0
67504,MI,48130,40412.0
67505,MI,48130,54193.0
67506,MI,48130,68946.0
67507,MI,48130,321423.0
67508,MI,48130,453756.0
67509,MI,48131,14576.0
67510,MI,48131,35174.0
67511,MI,48131,38925.0
67512,MI,48131,39008.0
67513,MI,48131,96156.0
67514,MI,48131,28854.0
67515,MI,48133,10260.0
67516,MI,48133,22332.0
67517,MI,48133,28079.0
67518,MI,48133,25534.0
67519,MI,48133,48734.0
67520,MI,48133,16741.0001
67521,MI,48134,43752.0
67522,MI,48134,86771.0
67523,MI,48134,97826.0
67524,MI,48134,106462.0
67525,MI,48134,329966.0
67526,MI,48134,120621.0
67527,MI,48135,63658.0
67528,MI,48135,151663.0
67529,MI,48135,157843.0
67530,MI,48135,130568.0
67531,MI,48135,171012.0
67532,MI,48135,25977.0
67533,MI,48137,8106.0
67534,MI,48137,17773.0
67535,MI,48137,24586.0
67536,MI,48137,23508.0
67537,MI,48137,66672.0
67538,MI,48137,37814.0
67539,MI,48138,14140.0
67540,MI,48138,26645.0
67541,MI,48138,37068.0
67542,MI,48138,50272.0
67543,MI,48138,225830.0
67544,MI,48138,384879.0
67545,MI,48140,5094.0
67546,MI,48140,10707.0
67547,MI,48140,15602.0
67548,MI,48140,15834.0
67549,MI,48140,48563.0
67550,MI,48140,15872.0001
67551,MI,48141,77594.0
67552,MI,48141,113054.0
67553,MI,48141,68810.0
67554,MI,48141,39075.0
67555,MI,48141,44523.0
67557,MI,48144,15716.0
67558,MI,48144,34203.0
67559,MI,48144,49247.0
67560,MI,48144,54903.0
67561,MI,48144,162687.0
67562,MI,48144,103222.0
67563,MI,48145,6531.0
67564,MI,48145,14942.0
67565,MI,48145,16877.0
67566,MI,48145,19205.0
67567,MI,48145,46189.0
67568,MI,48145,26264.0
67569,MI,48146,103026.0
67570,MI,48146,212776.0
67571,MI,48146,174331.0
67572,MI,48146,122517.0
67573,MI,48146,137389.0
67574,MI,48146,15231.0001
67575,MI,48150,47145.0
67576,MI,48150,120253.0
67577,MI,48150,167030.0
67578,MI,48150,169827.0
67579,MI,48150,356456.0
67580,MI,48150,84589.0
67581,MI,48152,54395.0
67582,MI,48152,120743.0
67583,MI,48152,156901.0
67584,MI,48152,170694.0
67585,MI,48152,475520.0
67586,MI,48152,290476.0
67587,MI,48154,62368.0
67588,MI,48154,138382.0
67589,MI,48154,189352.0
67590,MI,48154,230906.0
67591,MI,48154,656674.0
67592,MI,48154,232965.0
67593,MI,48157,2606.0
67594,MI,48157,5410.0001
67595,MI,48157,5221.0
67596,MI,48157,6880.0001
67597,MI,48157,15499.0
67599,MI,48158,12875.0
67600,MI,48158,27497.0
67601,MI,48158,34666.0
67602,MI,48158,39443.0
67603,MI,48158,109545.0
67604,MI,48158,65154.0
67605,MI,48159,4716.0
67606,MI,48159,10096.0
67607,MI,48159,11128.0
67608,MI,48159,13737.0
67609,MI,48159,31043.0
67610,MI,48159,9954.0001
67611,MI,48160,21949.0
67612,MI,48160,49891.0
67613,MI,48160,62954.0
67614,MI,48160,66490.0
67615,MI,48160,159266.0
67616,MI,48160,71102.0
67617,MI,48161,59085.0
67618,MI,48161,106503.0
67619,MI,48161,102669.0
67620,MI,48161,96377.0
67621,MI,48161,213591.0
67622,MI,48161,127245.0
67623,MI,48162,59324.0
67624,MI,48162,120197.0
67625,MI,48162,131356.0
67626,MI,48162,133336.0
67627,MI,48162,272560.0
67628,MI,48162,122568.0
67629,MI,48164,16130.0
67630,MI,48164,36502.0
67631,MI,48164,44841.0
67632,MI,48164,46639.0
67633,MI,48164,156927.0
67634,MI,48164,68285.0
67635,MI,48165,11571.0
67636,MI,48165,24909.0
67637,MI,48165,31645.0
67638,MI,48165,38846.0
67639,MI,48165,160674.0
67640,MI,48165,75098.0
67641,MI,48166,25808.0
67642,MI,48166,57575.0
67643,MI,48166,54169.0
67644,MI,48166,54925.0
67645,MI,48166,137193.0
67646,MI,48166,46964.0
67647,MI,48167,34696.0
67648,MI,48167,76073.0
67649,MI,48167,104976.0
67650,MI,48167,112133.0
67651,MI,48167,393013.0
67652,MI,48167,1233334.0
67653,MI,48168,22804.0
67654,MI,48168,41853.0
67655,MI,48168,57571.0
67656,MI,48168,79270.0
67657,MI,48168,447689.0
67658,MI,48168,1571235.0
67659,MI,48169,32870.0
67660,MI,48169,71948.0
67661,MI,48169,98349.0
67662,MI,48169,111391.0
67663,MI,48169,340919.0
67664,MI,48169,243848.0
67665,MI,48170,59361.0
67666,MI,48170,132524.0
67667,MI,48170,177308.0
67668,MI,48170,189405.0
67669,MI,48170,753101.0
67670,MI,48170,1308699.0
67671,MI,48173,24406.0
67672,MI,48173,49354.0
67673,MI,48173,60715.0
67674,MI,48173,68615.0
67675,MI,48173,180045.0
67676,MI,48173,85835.0
67677,MI,48174,79844.0
67678,MI,48174,161064.0
67679,MI,48174,144706.0
67680,MI,48174,123554.0
67681,MI,48174,212803.0
67682,MI,48174,45332.0
67683,MI,48176,30841.0
67684,MI,48176,65081.0
67685,MI,48176,82854.0
67686,MI,48176,98297.0
67687,MI,48176,406613.0
67688,MI,48176,563185.0
67689,MI,48178,49980.0
67690,MI,48178,102180.0
67691,MI,48178,127761.0
67692,MI,48178,142905.0
67693,MI,48178,660292.0
67694,MI,48178,812070.0
67695,MI,48179,5584.0
67696,MI,48179,14130.0
67697,MI,48179,17578.0
67698,MI,48179,16703.0
67699,MI,48179,41976.0
67700,MI,48179,19187.0001
67701,MI,48180,158595.0
67702,MI,48180,335311.0
67703,MI,48180,291863.0
67704,MI,48180,220120.0
67705,MI,48180,315360.0
67706,MI,48180,61957.0
67707,MI,48182,36493.0
67708,MI,48182,80893.0
67709,MI,48182,99744.0
67710,MI,48182,120184.0
67711,MI,48182,292725.0
67712,MI,48182,136161.0
67713,MI,48183,83377.0
67714,MI,48183,179331.0
67715,MI,48183,207234.0
67716,MI,48183,221948.0
67717,MI,48183,553133.0
67718,MI,48183,166566.0
67719,MI,48184,44637.0
67720,MI,48184,98714.0
67721,MI,48184,74403.0
67722,MI,48184,59320.0
67723,MI,48184,79332.0
67724,MI,48184,11456.0001
67725,MI,48185,117454.0
67726,MI,48185,288337.0
67727,MI,48185,256037.0
67728,MI,48185,210127.0
67729,MI,48185,324782.0
67730,MI,48185,64089.0
67731,MI,48186,83828.0
67732,MI,48186,190345.0
67733,MI,48186,169666.0
67734,MI,48186,136989.0
67735,MI,48186,197513.0
67736,MI,48186,29741.0
67737,MI,48187,81293.0
67738,MI,48187,166799.0
67739,MI,48187,206700.0
67740,MI,48187,239551.0
67741,MI,48187,826436.0
67742,MI,48187,697051.0
67743,MI,48188,61852.0
67744,MI,48188,135285.0
67745,MI,48188,172840.0
67746,MI,48188,216451.0
67747,MI,48188,793863.0
67748,MI,48188,569037.0
67749,MI,48189,24295.0
67750,MI,48189,58882.0
67751,MI,48189,66815.0
67752,MI,48189,67524.0
67753,MI,48189,175084.0
67754,MI,48189,137167.0
67755,MI,48191,7209.0
67756,MI,48191,15916.0
67757,MI,48191,17634.0
67758,MI,48191,20635.0
67759,MI,48191,40353.0
67760,MI,48191,12604.0001
67761,MI,48192,54724.0
67762,MI,48192,128221.0
67763,MI,48192,131836.0
67764,MI,48192,119250.0
67765,MI,48192,221277.0
67766,MI,48192,50653.0
67767,MI,48193,31641.0
67768,MI,48193,70025.0
67769,MI,48193,73410.0
67770,MI,48193,71193.0
67771,MI,48193,161609.0
67772,MI,48193,62277.0
67773,MI,48195,66744.0
67774,MI,48195,155852.0
67775,MI,48195,161325.0
67776,MI,48195,153724.0
67777,MI,48195,247757.0
67778,MI,48195,57030.0
67779,MI,48197,131856.0
67780,MI,48197,270631.0
67781,MI,48197,258058.0
67782,MI,48197,255284.0
67783,MI,48197,647405.0
67784,MI,48197,268123.0
67785,MI,48198,102753.0
67786,MI,48198,214093.0
67787,MI,48198,166116.0
67788,MI,48198,128398.0
67789,MI,48198,209780.0
67790,MI,48198,191418.0
67791,MI,48201,26992.0
67792,MI,48201,33443.0
67793,MI,48201,26058.0
67794,MI,48201,19232.0
67795,MI,48201,36176.0
67796,MI,48201,70866.0
67797,MI,48202,35957.0
67798,MI,48202,56448.0
67799,MI,48202,39825.0
67800,MI,48202,29121.0
67801,MI,48202,49418.0
67802,MI,48202,39415.0
67803,MI,48203,60828.0
67804,MI,48203,72172.0
67805,MI,48203,37123.0
67806,MI,48203,20738.0
67807,MI,48203,34666.0
67808,MI,48203,82896.0
67809,MI,48204,67070.0
67810,MI,48204,74423.0
67811,MI,48204,38658.0
67812,MI,48204,18807.0
67813,MI,48204,18985.0
67815,MI,48205,109541.0
67816,MI,48205,117348.0
67817,MI,48205,58185.0
67818,MI,48205,30038.0
67819,MI,48205,29319.0
67821,MI,48206,42938.0
67822,MI,48206,52085.0
67823,MI,48206,35118.0
67824,MI,48206,19115.0
67825,MI,48206,33521.0
67826,MI,48206,10825.0001
67827,MI,48207,44264.0
67828,MI,48207,73585.0
67829,MI,48207,65539.0
67830,MI,48207,50892.0
67831,MI,48207,82943.0
67832,MI,48207,67832.0
67833,MI,48208,20470.0
67834,MI,48208,26553.0
67835,MI,48208,14503.0
67836,MI,48208,9082.0
67837,MI,48208,16074.0
67838,MI,48208,9327.0001
67839,MI,48209,60135.0
67840,MI,48209,94578.0
67841,MI,48209,56017.0
67842,MI,48209,24896.0
67843,MI,48209,20388.0
67845,MI,48210,64236.0
67846,MI,48210,83940.0
67847,MI,48210,41562.0
67848,MI,48210,16586.0
67849,MI,48210,13310.0001
67851,MI,48211,14295.0
67852,MI,48211,14293.0
