state,zip_code,total_income
NY,11778,64405
NY,11778,202200
NY,11778,106317
NY,11779,63556
NY,11779,151532
NY,11779,197817
NY,11779,198507
NY,11779,612075
NY,11779,299607
NY,11780,21824
NY,11780,43966
NY,11780,57189
NY,11780,65133
NY,11780,257131
NY,11780,1454361
NY,11782,20539
NY,11782,45848
NY,11782,65903
NY,11782,72145
NY,11782,294804
NY,11782,419393
NY,11783,27261
NY,11783,62392
NY,11783,92394
NY,11783,107412
NY,11783,447271
NY,11783,473388
NY,11784,46425
NY,11784,107868
NY,11784,130099
NY,11784,126881
NY,11784,336244
NY,11784,102448
NY,11786,8447
NY,11786,17513
NY,11786,20484
NY,11786,25003
NY,11786,119599
NY,11786,184520
NY,11787,45701
NY,11787,90626
NY,11787,136140
NY,11787,150364
NY,11787,676168
NY,11787,1105105
NY,11788,23920
NY,11788,53747
NY,11788,70841
NY,11788,80141
NY,11788,319991
NY,11788,414693
NY,11789,12237
NY,11789,26893
NY,11789,38558
NY,11789,41217
NY,11789,119565
NY,11789,53486
NY,11790,18413
NY,11790,36351
NY,11790,44808
NY,11790,53205
NY,11790,246716
NY,11790,525781
NY,11791,27319
NY,11791,51170
NY,11791,74043
NY,11791,84383
NY,11791,389881
NY,11791,2235896
NY,11792,10733
NY,11792,22986
NY,11792,31152
NY,11792,38604
NY,11792,168441
NY,11792,206489
NY,11793,40200
NY,11793,85720
NY,11793,130922
NY,11793,158630
NY,11793,660624
NY,11793,787253
NY,11795,34351
NY,11795,74133
NY,11795,109778
NY,11795,111474
NY,11795,499573
NY,11795,621610
NY,11796,4958
NY,11796,11059
NY,11796,15450
NY,11796,18775
NY,11796,78705
NY,11796,50807
NY,11797,10050
NY,11797,19227
NY,11797,30851
NY,11797,31223
NY,11797,133524
NY,11797,1206605
NY,11798,44809
NY,11798,106423
NY,11798,79936
NY,11798,55025
NY,11798,109309
NY,11798,40137
NY,11801,83180
NY,11801,180435
NY,11801,208758
NY,11801,208907
NY,11801,612761
NY,11801,354210
NY,11803,32501
NY,11803,66775
NY,11803,104349
NY,11803,114226
NY,11803,548022
NY,11803,1376710
NY,11804,5210
NY,11804,9905
NY,11804,15529
NY,11804,20328
NY,11804,94745
NY,11804,218417
NY,11901,61097
NY,11901,129774
NY,11901,124599
NY,11901,96914
NY,11901,219396
NY,11901,158151
NY,11933,12539
NY,11933,27476
NY,11933,30984
NY,11933,33160
NY,11933,101374
NY,11933,117418
NY,11934,13429
NY,11934,27765
NY,11934,31239
NY,11934,33951
NY,11934,147276
NY,11934,141430
NY,11935,5036
NY,11935,12627
NY,11935,15363
NY,11935,18370
NY,11935,61087
NY,11935,179324
NY,11937,32889
NY,11937,67678
NY,11937,70551
NY,11937,64855
NY,11937,205645
NY,11937,1154282
NY,11939,1367
NY,11939,3179
NY,11939,4091
NY,11939,5819
NY,11939,14148
NY,11939,51952
NY,11940,8625
NY,11940,19008
NY,11940,23650
NY,11940,23301
NY,11940,91927
NY,11940,160109
NY,11941,3939
NY,11941,9074
NY,11941,10282
NY,11941,13879
NY,11941,52463
NY,11941,56744
NY,11942,8334
NY,11942,17113
NY,11942,21461
NY,11942,24690
NY,11942,77271
NY,11942,176974
NY,11944,9455
NY,11944,19956
NY,11944,19221
NY,11944,16903
NY,11944,49813
NY,11944,123510
NY,11946,29366
NY,11946,63377
NY,11946,68304
NY,11946,62792
NY,11946,167426
NY,11946,307546
NY,11948,2358
NY,11948,4113
NY,11948,4822
NY,11948,5539
NY,11948,19913
NY,11948,39778
NY,11949,22137
NY,11949,46193
NY,11949,61597
NY,11949,61501
NY,11949,247184
NY,11949,256629
NY,11950,35306
NY,11950,80512
NY,11950,77046
NY,11950,69925
NY,11950,139436
NY,11950,29119
NY,11951,29085
NY,11951,65871
NY,11951,66899
NY,11951,54529
NY,11951,106640
NY,11951,24826
NY,11952,7578
NY,11952,17265
NY,11952,24040
NY,11952,21039
NY,11952,75138
NY,11952,163320
NY,11953,24872
NY,11953,63979
NY,11953,73134
NY,11953,70506
NY,11953,163189
NY,11953,69727
NY,11954,10623
NY,11954,23879
NY,11954,23585
NY,11954,17401
NY,11954,57117
NY,11954,280237
NY,11955,5928
NY,11955,14734
NY,11955,18393
NY,11955,17953
NY,11955,43087
NY,11955,31990
NY,11957,1326
NY,11957,2119
NY,11957,3077
NY,11957,3905
NY,11957,12756
NY,11957,73418
NY,11958,1393
NY,11958,3365
NY,11958,4105
NY,11958,3533
NY,11958,10083
NY,11958,37314
NY,11961,24573
NY,11961,54566
NY,11961,75693
NY,11961,74176
NY,11961,199633
NY,11961,96314
NY,11963,12356
NY,11963,26749
NY,11963,34697
NY,11963,33256
NY,11963,109244
NY,11963,605989
NY,11967,51704
NY,11967,121136
NY,11967,132790
NY,11967,123182
NY,11967,295118
NY,11967,93868
NY,11968,19225
NY,11968,38346
NY,11968,42720
NY,11968,41497
NY,11968,131162
NY,11968,925061
NY,11971,9174
NY,11971,19365
NY,11971,25217
NY,11971,25323
NY,11971,96865
NY,11971,259139
NY,11976,2767
NY,11976,6904
NY,11976,7549
NY,11976,7656
NY,11976,24501
NY,11976,422747
NY,11977,4865
NY,11977,7665
NY,11977,9800
NY,11977,8832
NY,11977,43828
NY,11977,149295
NY,11978,7310
NY,11978,14052
NY,11978,16610
NY,11978,15176
NY,11978,44910
NY,11978,279453
NY,11980,7307
NY,11980,17222
NY,11980,27724
NY,11980,30957
NY,11980,92427
NY,11980,57404
NY,12008,554
NY,12008,1917
NY,12008,1884
NY,12008,2982
NY,12008,12234
NY,12009,10000
NY,12009,27205
NY,12009,34323
NY,12009,42209
NY,12009,132946
NY,12009,135606
NY,12010,63419
NY,12010,146557
NY,12010,122232
NY,12010,100612
NY,12010,195403
NY,12010,123888
NY,12015,5090
NY,12015,13900
NY,12015,16800
NY,12015,18371
NY,12015,47968
NY,12015,55117
NY,12017,667
NY,12017,1352
NY,12017,1749
NY,12017,1870
NY,12017,13536
NY,12018,11056
NY,12018,30246
NY,12018,38247
NY,12018,41877
NY,12018,135048
NY,12018,81240
NY,12019,18414
NY,12019,52304
NY,12019,73088
NY,12019,91151
NY,12019,325445
NY,12019,234578
NY,12020,55712
NY,12020,140416
NY,12020,179710
NY,12020,179184
NY,12020,492808
NY,12020,324403
NY,12022,1447
NY,12022,3840
NY,12022,4004
NY,12022,5328
NY,12022,10074
NY,12023,3074
NY,12023,8185
NY,12023,10762
NY,12023,11001
NY,12023,29322
NY,12023,5484
NY,12025,9856
NY,12025,26055
NY,12025,28497
NY,12025,27031
NY,12025,59264
NY,12025,24042
NY,12027,5375
NY,12027,11420
NY,12027,15828
NY,12027,22501
NY,12027,81224
NY,12027,58148
NY,12028,2007
NY,12028,5663
NY,12028,6270
NY,12028,4850
NY,12028,15692
NY,12029,1570
NY,12029,3715
NY,12029,5286
NY,12029,6447
NY,12029,13761
NY,12029,36301
NY,12031,531
NY,12031,1491
NY,12031,2426
NY,12032,1567
NY,12032,4736
NY,12032,5159
NY,12032,6443
NY,12032,13227
NY,12033,11046
NY,12033,34058
NY,12033,40998
NY,12033,42476
NY,12033,131714
NY,12033,80430
NY,12035,1487
NY,12035,4279
NY,12035,4694
NY,12035,3249
NY,12035,8465
NY,12037,7122
NY,12037,17441
NY,12037,16923
NY,12037,15964
NY,12037,37256
NY,12037,51657
NY,12041,700
NY,12041,1963
NY,12041,3515
NY,12041,2784
NY,12041,8255
NY,12042,769
NY,12042,2030
NY,12042,2712
NY,12042,2398
NY,12042,5861
NY,12043,12928
NY,12043,31936
NY,12043,29718
NY,12043,27826
NY,12043,57737
NY,12043,24977
NY,12046,1227
NY,12046,3055
NY,12046,3778
NY,12046,3595
NY,12046,13499
NY,12047,40853
NY,12047,117021
NY,12047,119680
NY,12047,93481
NY,12047,223806
NY,12047,182068
NY,12051,6740
NY,12051,16736
NY,12051,17298
NY,12051,16112
NY,12051,38176
NY,12051,18761
NY,12052,2673
NY,12052,6287
NY,12052,9445
NY,12052,9160
NY,12052,24652
NY,12053,6058
NY,12053,16929
NY,12053,25441
NY,12053,24718
NY,12053,67700
NY,12053,31072
NY,12054,20818
NY,12054,51215
NY,12054,78582
NY,12054,92774
NY,12054,329953
NY,12054,416169
NY,12056,3079
NY,12056,8512
NY,12056,11271
NY,12056,12503
NY,12056,38316
NY,12056,17851
NY,12057,3314
NY,12057,7203
NY,12057,7820
NY,12057,7156
NY,12057,17937
NY,12058,3052
NY,12058,6064
NY,12058,6906
NY,12058,7537
NY,12058,19241
NY,12059,2399
NY,12059,6571
NY,12059,8699
NY,12059,8683
NY,12059,23987
NY,12059,7459
NY,12060,1882
NY,12060,4732
NY,12060,7119
NY,12060,7465
NY,12060,18995
NY,12060,31114
NY,12061,12375
NY,12061,35601
NY,12061,49137
NY,12061,52324
NY,12061,166137
NY,12061,136831
NY,12062,2701
NY,12062,7009
NY,12062,8990
NY,12062,9090
NY,12062,22056
NY,12062,7521
NY,12063,978
NY,12063,1617
NY,12063,2554
NY,12063,2658
NY,12063,8194
NY,12063,8674
NY,12064,890
NY,12064,2711
NY,12064,2362
NY,12064,3520
NY,12065,62251
NY,12065,172830
NY,12065,218105
NY,12065,222210
NY,12065,742721
NY,12065,620726
NY,12066,3317
NY,12066,8272
NY,12066,10499
NY,12066,10327
NY,12066,28204
NY,12067,2255
NY,12067,5375
NY,12067,7943
NY,12067,10475
NY,12067,21637
NY,12067,16552
NY,12068,5023
NY,12068,14424
NY,12068,14237
NY,12068,12851
NY,12068,30737
NY,12070,2410
NY,12070,6326
NY,12070,7970
NY,12070,7303
NY,12070,12075
NY,12070,13302
NY,12071,525
NY,12071,1387
NY,12071,1357
NY,12071,2708
NY,12072,4573
NY,12072,13204
NY,12072,11852
NY,12072,12971
NY,12072,29581
NY,12074,4377
NY,12074,12592
NY,12074,14832
NY,12074,18417
NY,12074,44204
NY,12074,16895
NY,12075,5146
NY,12075,12610
NY,12075,11512
NY,12075,15200
NY,12075,43336
NY,12075,63093
NY,12076,2303
NY,12076,4880
NY,12076,7072
NY,12076,6652
NY,12076,13769
NY,12077,8023
NY,12077,19741
NY,12077,29497
NY,12077,32534
NY,12077,131756
NY,12077,145158
NY,12078,48178
NY,12078,109445
NY,12078,89201
NY,12078,70522
NY,12078,111414
NY,12078,48371
NY,12083,6625
NY,12083,16104
NY,12083,17976
NY,12083,20174
NY,12083,47074
NY,12083,13785
NY,12084,5821
NY,12084,20022
NY,12084,27384
NY,12084,31804
NY,12084,60396
NY,12084,41247
NY,12085,728
NY,12085,2475
NY,12085,2135
NY,12085,3343
NY,12086,3680
NY,12086,9055
NY,12086,12113
NY,12086,10865
NY,12086,23191
NY,12087,2460
NY,12087,4860
NY,12087,7068
NY,12087,6389
NY,12087,19387
NY,12090,11309
NY,12090,29665
NY,12090,27154
NY,12090,26134
NY,12090,43579
NY,12090,19380
NY,12092,2632
NY,12092,5212
NY,12092,5420
NY,12092,4707
NY,12092,11890
NY,12093,2740
NY,12093,7238
NY,12093,6834
NY,12093,5293
NY,12093,16035
NY,12094,3835
NY,12094,11556
NY,12094,12377
NY,12094,11484
NY,12094,26846
NY,12094,7134
NY,12095,23124
NY,12095,63232
NY,12095,55366
NY,12095,47752
NY,12095,84010
NY,12095,28341
NY,12106,4220
NY,12106,9591
NY,12106,13205
NY,12106,13365
NY,12106,35317
NY,12106,44901
NY,12108,569
NY,12108,2061
NY,12108,2808
NY,12108,1961
NY,12108,6741
NY,12110,29297
NY,12110,80734
NY,12110,113659
NY,12110,107716
NY,12110,302924
NY,12110,211594
NY,12116,3458
NY,12116,8746
NY,12116,8142
NY,12116,5923
NY,12116,16832
NY,12117,5729
NY,12117,17377
NY,12117,15401
NY,12117,13481
NY,12117,24111
NY,12117,16622
NY,12118,27351
NY,12118,72312
NY,12118,80342
NY,12118,75872
NY,12118,243109
NY,12118,158980
NY,12120,963
NY,12120,2460
NY,12120,2664
NY,12120,2386
NY,12120,8552
NY,12121,2905
NY,12121,8281
NY,12121,8975
NY,12121,11313
NY,12121,28762
NY,12121,15580
NY,12122,8067
NY,12122,19407
NY,12122,20220
NY,12122,18156
NY,12122,31683
NY,12122,12898
NY,12123,7736
NY,12123,23878
NY,12123,27137
NY,12123,26701
NY,12123,65009
NY,12123,40720
NY,12125,3233
NY,12125,8311
NY,12125,6287
NY,12125,5579
NY,12125,11428
NY,12125,16600
NY,12130,1711
NY,12130,4977
NY,12130,5553
NY,12130,5267
NY,12130,13535
NY,12134,6992
NY,12134,17550
NY,12134,17513
NY,12134,16962
NY,12134,38035
NY,12134,15801
NY,12136,1360
NY,12136,2500
NY,12136,4055
NY,12136,4966
NY,12136,11083
NY,12136,33555
NY,12137,2431
NY,12137,7942
NY,12137,10114
NY,12137,10799
NY,12137,21520
NY,12137,8018
NY,12138,5225
NY,12138,13050
NY,12138,14191
NY,12138,16046
NY,12138,25735
NY,12138,11121
NY,12139,361
NY,12139,838
NY,12139,2219
NY,12139,5492
NY,12140,2299
NY,12140,6691
NY,12140,8083
NY,12140,10714
NY,12140,31122
NY,12140,9989
NY,12143,8636
NY,12143,24385
NY,12143,25894
NY,12143,24980
NY,12143,55628
NY,12143,11087
NY,12144,36476
NY,12144,107809
NY,12144,126361
NY,12144,115356
NY,12144,240387
NY,12144,107741
NY,12147,642
NY,12147,2168
NY,12147,3205
NY,12147,5180
NY,12147,9989
NY,12148,6292
NY,12148,11572
NY,12148,19222
NY,12148,23207
NY,12148,95419
NY,12148,142386
NY,12149,4644
NY,12149,10173
NY,12149,9148
NY,12149,7579
NY,12149,17452
NY,12149,6367
NY,12150,1484
NY,12150,3769
NY,12150,5858
NY,12150,5088
NY,12150,13157
NY,12151,1365
NY,12151,3977
NY,12151,4886
NY,12151,7087
NY,12151,17758
NY,12151,10147
NY,12153,1078
NY,12153,3386
NY,12153,5550
NY,12153,4580
NY,12153,20574
NY,12154,4502
NY,12154,12668
NY,12154,15695
NY,12154,16370
NY,12154,38640
NY,12154,18074
NY,12155,3450
NY,12155,7872
NY,12155,8852
NY,12155,7718
NY,12155,13451
NY,12156,1394
NY,12156,3224
NY,12156,4074
NY,12156,5198
NY,12156,12841
NY,12156,7443
NY,12157,6949
NY,12157,17474
NY,12157,20724
NY,12157,19000
NY,12157,41034
NY,12157,17128
NY,12158,9537
NY,12158,26355
NY,12158,32899
NY,12158,34022
NY,12158,95791
NY,12158,60986
NY,12159,10066
NY,12159,23168
NY,12159,34207
NY,12159,35993
NY,12159,163555
NY,12159,391233
NY,12160,1458
NY,12160,3964
NY,12160,5410
NY,12160,4818
NY,12160,11413
NY,12164,1199
NY,12164,2397
NY,12164,2549
NY,12164,2939
NY,12164,8888
NY,12165,465
NY,12165,1170
NY,12165,1655
NY,12165,2268
NY,12165,6613
NY,12165,12680
NY,12166,2369
NY,12166,8096
NY,12166,7002
NY,12166,6829
NY,12166,8420
NY,12167,5079
NY,12167,9943
NY,12167,10587
NY,12167,9085
NY,12167,16229
NY,12167,5866
NY,12168,3296
NY,12168,8352
NY,12168,9334
NY,12168,9824
NY,12168,16778
NY,12168,7231
NY,12169,588
NY,12169,2012
NY,12169,1798
NY,12169,1982
NY,12169,7187
NY,12170,8305
NY,12170,22753
NY,12170,24645
NY,12170,28488
NY,12170,59485
NY,12170,40245
NY,12173,2978
NY,12173,6863
NY,12173,9424
NY,12173,7792
NY,12173,16083
NY,12173,13221
NY,12175,1396
NY,12175,2905
NY,12175,3168
NY,12175,5001
NY,12175,8542
NY,12176,421
NY,12176,990
NY,12176,2803
NY,12176,4809
NY,12180,100055
NY,12180,247894
NY,12180,238430
NY,12180,194486
NY,12180,400729
NY,12180,216089
NY,12182,31806
NY,12182,77187
NY,12182,70743
NY,12182,57801
NY,12182,108335
NY,12182,31181
NY,12183,6222
NY,12183,17890
NY,12183,15361
NY,12183,10291
NY,12183,15606
NY,12184,12343
NY,12184,25881
NY,12184,30831
NY,12184,32888
NY,12184,96107
NY,12184,85121
NY,12185,2943
NY,12185,8579
NY,12185,9940
NY,12185,11182
NY,12185,22525
NY,12185,11167
NY,12186,7744
NY,12186,21939
NY,12186,30323
NY,12186,35369
NY,12186,123413
NY,12186,135045
NY,12187,1620
NY,12187,3793
NY,12187,3515
NY,12187,2915
NY,12187,11445
NY,12188,18662
NY,12188,56713
NY,12188,61445
NY,12188,59496
NY,12188,146676
NY,12188,92492
NY,12189,37279
NY,12189,105726
NY,12189,99700
NY,12189,66082
NY,12189,152610
NY,12189,98772
NY,12190,1245
NY,12190,3734
NY,12190,4070
NY,12190,2541
NY,12190,6918
NY,12192,2714
NY,12192,6554
NY,12192,7772
NY,12192,6897
NY,12192,21591
NY,12193,3330
NY,12193,8807
NY,12193,12663
NY,12193,11309
NY,12193,25446
NY,12193,9192
NY,12194,442
NY,12194,992
NY,12194,1769
NY,12194,3155
NY,12196,4444
NY,12196,10581
NY,12196,13835
NY,12196,16487
NY,12196,51826
NY,12196,32682
NY,12197,3866
NY,12197,10249
NY,12197,11697
NY,12197,8047
NY,12197,22303
NY,12198,11323
NY,12198,30650
NY,12198,43699
NY,12198,44051
NY,12198,121142
NY,12198,77999
NY,12202,29547
NY,12202,51687
NY,12202,29664
NY,12202,13730
NY,12202,18269
NY,12203,45608
NY,12203,124372
NY,12203,151164
NY,12203,133348
NY,12203,306533
NY,12203,332987
NY,12204,13642
NY,12204,43450
NY,12204,45407
NY,12204,33790
NY,12204,61318
NY,12204,113163
NY,12205,49486
NY,12205,143520
NY,12205,170379
NY,12205,159427
NY,12205,310840
NY,12205,99035
NY,12206,44297
NY,12206,79518
NY,12206,47089
NY,12206,25742
NY,12206,40209
NY,12206,13759
NY,12207,4887
NY,12207,9248
NY,12207,10780
NY,12207,5994
NY,12207,15309
NY,12208,37968
NY,12208,99184
NY,12208,112216
NY,12208,89318
NY,12208,211401
NY,12208,126540
NY,12209,22338
NY,12209,61547
NY,12209,58044
NY,12209,41392
NY,12209,68011
NY,12209,15397
NY,12210,25478
NY,12210,60469
NY,12210,40319
NY,12210,25374
NY,12210,36789
NY,12210,31138
NY,12211,13938
NY,12211,35274
NY,12211,53166
NY,12211,58151
NY,12211,205345
NY,12211,515574
NY,12302,43451
NY,12302,115915
NY,12302,153404
NY,12302,156922
NY,12302,425961
NY,12302,181527
NY,12303,57946
NY,12303,138976
NY,12303,145302
NY,12303,132662
NY,12303,329082
NY,12303,232981
NY,12304,49452
NY,12304,121767
NY,12304,99666
NY,12304,69866
NY,12304,124668
NY,12304,32831
NY,12305,11176
NY,12305,29369
NY,12305,20730
NY,12305,14347
NY,12305,19744
NY,12305,17922
NY,12306,51515
NY,12306,146728
NY,12306,153917
NY,12306,140882
NY,12306,286290
NY,12306,109248
NY,12307,22248
NY,12307,34069
NY,12307,13703
NY,12307,5202
NY,12307,3205
NY,12308,34059
NY,12308,76332
NY,12308,55693
NY,12308,36181
NY,12308,60532
NY,12308,26387
NY,12309,38335
NY,12309,98875
NY,12309,136338
NY,12309,159547
NY,12309,556053
NY,12309,636216
NY,12401,74702
NY,12401,165070
NY,12401,150967
NY,12401,139619
NY,12401,285763
NY,12401,182708
NY,12404,6171
NY,12404,13252
NY,12404,15076
NY,12404,16724
NY,12404,39135
NY,12404,64479
NY,12405,1423
NY,12405,3526
NY,12405,3055
NY,12405,2729
NY,12405,7293
NY,12406,1425
NY,12406,2581
NY,12406,2293
NY,12406,1791
NY,12406,7360
NY,12407,388
NY,12407,1498
NY,12407,1575
NY,12407,3459
NY,12409,1984
NY,12409,2482
NY,12409,4094
NY,12409,4874
NY,12409,11503
NY,12409,37545
NY,12410,808
NY,12410,728
NY,12410,2893
NY,12410,7375
NY,12411,750
NY,12411,2521
NY,12411,2924
NY,12411,3018
NY,12411,8494
NY,12412,1360
NY,12412,2310
NY,12412,3194
NY,12412,2535
NY,12412,13367
NY,12413,6419
NY,12413,15102
NY,12413,14507
NY,12413,11078
NY,12413,25271
NY,12414,20005
NY,12414,47491
NY,12414,48574
NY,12414,41359
NY,12414,81431
NY,12414,39967
NY,12416,661
NY,12416,672
NY,12416,6117
NY,12418,748
NY,12418,2462
NY,12418,2384
NY,12418,2544
NY,12418,8044
NY,12419,1201
NY,12419,2523
NY,12419,2951
NY,12419,3662
NY,12419,17190
NY,12421,743
NY,12421,1188
NY,12421,2969
NY,12421,9037
NY,12422,503
NY,12422,1102
NY,12422,2812
NY,12422,4233
NY,12423,2210
NY,12423,5170
NY,12423,4822
NY,12423,4140
NY,12423,12281
NY,12424,386
NY,12424,956
NY,12424,2205
NY,12424,2552
NY,12427,1199
NY,12427,1924
NY,12427,2332
NY,12427,1792
NY,12427,4663
NY,12428,14424
NY,12428,25715
NY,12428,23144
NY,12428,22000
NY,12428,34473
NY,12428,16737
NY,12430,2462
NY,12430,3610
NY,12430,5085
NY,12430,4102
NY,12430,14025
NY,12431,2770
NY,12431,6548
NY,12431,7872
NY,12431,8144
NY,12431,23005
NY,12433,722
NY,12433,1577
NY,12433,3761
NY,12433,5842
NY,12433,7780
NY,12434,1455
NY,12434,3199
NY,12434,3133
NY,12434,2605
NY,12434,3688
NY,12435,522
NY,12435,1618
NY,12435,4081
NY,12435,3683
NY,12439,1022
NY,12439,1712
NY,12439,2750
NY,12439,5679
NY,12440,3438
NY,12440,9194
NY,12440,8721
NY,12440,8678
NY,12440,22364
NY,12440,30406
NY,12442,2237
NY,12442,3662
NY,12442,2812
NY,12442,3674
NY,12442,9944
NY,12442,9803
NY,12443,5511
NY,12443,15513
NY,12443,19017
NY,12443,20127
NY,12443,64548
NY,12443,62101
NY,12444,626
NY,12444,1085
NY,12444,2457
NY,12444,8683
NY,12446,9582
NY,12446,20131
NY,12446,19966
NY,12446,22678
NY,12446,48150
NY,12446,37841
NY,12448,980
NY,12448,2269
NY,12448,8014
NY,12449,6523
NY,12449,15348
NY,12449,17840
NY,12449,14939
NY,12449,30560
NY,12449,9045
NY,12451,3150
NY,12451,9067
NY,12451,9690
NY,12451,7462
NY,12451,18911
NY,12454,520
NY,12454,894
NY,12454,1798
NY,12454,4844
NY,12455,2926
NY,12455,7639
NY,12455,7510
NY,12455,6698
NY,12455,12474
NY,12455,6641
NY,12456,1758
NY,12456,3903
NY,12456,4577
NY,12456,3979
NY,12456,5189
NY,12457,1502
NY,12457,2711
NY,12457,2421
NY,12457,2616
NY,12457,7519
NY,12457,14950
NY,12458,4662
NY,12458,10951
NY,12458,10947
NY,12458,10262
NY,12458,23863
NY,12460,665
NY,12460,1139
NY,12460,2589
NY,12460,3592
NY,12461,3201
NY,12461,5758
NY,12461,7275
NY,12461,7807
NY,12461,18877
NY,12461,22955
NY,12463,2968
NY,12463,7386
NY,12463,7159
NY,12463,7392
NY,12463,14728
NY,12463,7809
NY,12464,2081
NY,12464,3378
NY,12464,3611
NY,12464,4400
NY,12464,6877
NY,12464,16184
NY,12466,5676
NY,12466,12934
NY,12466,14482
NY,12466,17509
NY,12466,35024
NY,12466,17443
NY,12468,2587
NY,12468,4782
NY,12468,5475
NY,12468,4737
NY,12468,12318
NY,12469,1180
NY,12469,2570
NY,12469,3780
NY,12469,3223
NY,12469,9589
NY,12470,966
NY,12470,2816
NY,12470,2637
NY,12470,2043
NY,12470,5016
NY,12472,3376
NY,12472,6990
NY,12472,9016
NY,12472,6488
NY,12472,17478
NY,12472,10043
NY,12473,2081
NY,12473,3173
NY,12473,4505
NY,12473,5135
NY,12473,13764
NY,12474,2231
NY,12474,5044
NY,12474,4747
NY,12474,6088
NY,12474,10386
NY,12474,10116
NY,12477,36941
NY,12477,80458
NY,12477,83118
NY,12477,84536
NY,12477,185699
NY,12477,117418
NY,12480,1012
NY,12480,2485
NY,12480,2540
NY,12480,1861
NY,12480,9822
NY,12481,2237
NY,12481,4717
NY,12481,6381
NY,12481,7533
NY,12481,14720
NY,12481,18861
NY,12482,1810
NY,12482,3918
NY,12482,3142
NY,12482,2276
NY,12482,3858
NY,12484,4416
NY,12484,10581
NY,12484,12677
NY,12484,11573
NY,12484,42672
NY,12484,71276
NY,12485,2654
NY,12485,5014
NY,12485,4656
NY,12485,3738
NY,12485,12990
NY,12486,2271
NY,12486,7071
NY,12486,8186
NY,12486,8263
NY,12486,22352
NY,12486,7455
NY,12487,5856
NY,12487,13317
NY,12487,12717
NY,12487,14941
NY,12487,34419
NY,12487,23536
NY,12491,3805
NY,12491,8795
NY,12491,9714
NY,12491,10105
NY,12491,21831
NY,12491,31935
NY,12492,430
NY,12492,1989
NY,12492,2031
NY,12492,6517
NY,12494,972
NY,12494,2758
NY,12494,3560
NY,12494,3356
NY,12494,22264
NY,12495,328
NY,12495,1567
NY,12495,2088
NY,12495,9470
NY,12496,3059
NY,12496,5945
NY,12496,6197
NY,12496,6957
NY,12496,14695
NY,12496,21022
NY,12498,8263
NY,12498,16205
NY,12498,19744
NY,12498,20779
NY,12498,64551
NY,12498,166099
NY,12501,3313
NY,12501,11125
NY,12501,9622
NY,12501,9270
NY,12501,18973
NY,12501,64228
NY,12502,1711
NY,12502,3436
NY,12502,5433
NY,12502,5283
NY,12502,12399
NY,12502,16999
NY,12503,869
NY,12503,2506
NY,12503,2556
NY,12503,2749
NY,12503,20355
NY,12508,31000
NY,12508,81325
NY,12508,90120
NY,12508,90713
NY,12508,219879
NY,12508,127306
NY,12513,1891
NY,12513,4517
NY,12513,5246
NY,12513,6346
NY,12513,15081
NY,12513,15615
NY,12514,3676
NY,12514,7873
NY,12514,11914
NY,12514,14782
NY,12514,53028
NY,12514,76537
NY,12515,3135
NY,12515,7853
NY,12515,6869
NY,12515,7555
NY,12515,16725
NY,12515,8019
NY,12516,2709
NY,12516,6828
NY,12516,7961
NY,12516,6435
NY,12516,17721
NY,12516,10283
NY,12517,793
NY,12517,1971
NY,12517,3005
NY,12517,11954
NY,12518,8673
NY,12518,22222
NY,12518,26061
NY,12518,30108
NY,12518,92487
NY,12518,103462
NY,12520,4479
NY,12520,9650
NY,12520,14580
NY,12520,15254
NY,12520,61007
NY,12520,72214
NY,12521,2438
NY,12521,6891
NY,12521,6778
NY,12521,8069
NY,12521,17656
NY,12521,21359
NY,12522,8292
NY,12522,22051
NY,12522,24873
NY,12522,20056
NY,12522,45758
NY,12522,43251
NY,12523,3419
NY,12523,9308
NY,12523,9716
NY,12523,10018
NY,12523,16773
NY,12523,11840
NY,12524,22973
NY,12524,55970
NY,12524,85148
NY,12524,87762
NY,12524,257778
NY,12524,191951
NY,12525,5908
NY,12525,13268
NY,12525,17060
NY,12525,17019
NY,12525,51733
NY,12525,58833
NY,12526,6147
NY,12526,17206
NY,12526,17507
NY,12526,15484
NY,12526,43855
NY,12526,95915
NY,12528,23744
NY,12528,56391
NY,12528,69330
NY,12528,71123
NY,12528,185953
NY,12528,107994
NY,12529,4456
NY,12529,10890
NY,12529,11354
NY,12529,8528
NY,12529,25593
NY,12529,77422
NY,12531,4274
NY,12531,11484
NY,12531,14000
NY,12531,15021
NY,12531,54610
NY,12531,56904
NY,12533,34420
NY,12533,77339
NY,12533,100825
NY,12533,123919
NY,12533,473348
NY,12533,571973
NY,12534,34334
NY,12534,79289
NY,12534,74255
NY,12534,58547
NY,12534,119429
NY,12534,126384
NY,12538,23596
NY,12538,57930
NY,12538,68411
NY,12538,60996
NY,12538,170833
NY,12538,93447
NY,12540,10480
NY,12540,24158
NY,12540,28823
NY,12540,32881
NY,12540,137538
NY,12540,221129
NY,12542,9760
NY,12542,23047
NY,12542,31704
NY,12542,27562
NY,12542,85449
NY,12542,57918
NY,12543,6073
NY,12543,15572
NY,12543,18657
NY,12543,16707
NY,12543,29633
NY,12543,5932
NY,12545,6706
NY,12545,16533
NY,12545,18558
NY,12545,21842
NY,12545,61348
NY,12545,260124
NY,12546,6183
NY,12546,13108
NY,12546,12437
NY,12546,12310
NY,12546,23540
NY,12546,57581
