state,zip_code,total_income
CA,95946,44326
CA,95946,49298
CA,95946,138576
CA,95946,113063
CA,95947,3281
CA,95947,6791
CA,95947,6884
CA,95947,6763
CA,95947,13521
CA,95948,23025
CA,95948,50844
CA,95948,47218
CA,95948,34890
CA,95948,74611
CA,95948,38953
CA,95949,32502
CA,95949,71132
CA,95949,86475
CA,95949,92232
CA,95949,247494
CA,95949,192322
CA,95953,22036
CA,95953,48353
CA,95953,41415
CA,95953,36303
CA,95953,50598
CA,95953,34780
CA,95954,16698
CA,95954,30244
CA,95954,30377
CA,95954,26575
CA,95954,34687
CA,95954,9064
CA,95957,1152
CA,95957,2685
CA,95957,2715
CA,95957,2650
CA,95957,8824
CA,95959,33506
CA,95959,64200
CA,95959,77115
CA,95959,74997
CA,95959,232710
CA,95959,341827
CA,95960,3822
CA,95960,4581
CA,95960,2469
CA,95960,2786
CA,95960,8205
CA,95961,48611
CA,95961,117019
CA,95961,120524
CA,95961,101286
CA,95961,188896
CA,95961,48611
CA,95962,3194
CA,95962,4363
CA,95962,5702
CA,95962,6189
CA,95962,19866
CA,95963,31075
CA,95963,80390
CA,95963,65665
CA,95963,53128
CA,95963,89828
CA,95963,54411
CA,95965,40823
CA,95965,89291
CA,95965,61467
CA,95965,48169
CA,95965,78955
CA,95965,52995
CA,95966,54418
CA,95966,121842
CA,95966,106078
CA,95966,95524
CA,95966,182897
CA,95966,85230
CA,95968,4136
CA,95968,9332
CA,95968,7331
CA,95968,5556
CA,95968,9754
CA,95969,9799
CA,95969,20378
CA,95969,21953
CA,95969,26066
CA,95969,50003
CA,95969,39611
CA,95970,921
CA,95970,2567
CA,95970,2120
CA,95970,2318
CA,95970,13983
CA,95971,11511
CA,95971,24768
CA,95971,32434
CA,95971,25058
CA,95971,55912
CA,95971,28724
CA,95973,62792
CA,95973,149428
CA,95973,147445
CA,95973,152775
CA,95973,439652
CA,95973,360502
CA,95975,3386
CA,95975,6142
CA,95975,6570
CA,95975,7520
CA,95975,16508
CA,95975,7543
CA,95977,2787
CA,95977,6369
CA,95977,6406
CA,95977,5673
CA,95977,12991
CA,95977,7137
CA,95979,770
CA,95979,1782
CA,95979,1736
CA,95979,5602
CA,95982,5602
CA,95982,11919
CA,95982,16003
CA,95982,14385
CA,95982,39954
CA,95982,27634
CA,95983,646
CA,95983,2088
CA,95983,3415
CA,95983,4785
CA,95987,13184
CA,95987,36833
CA,95987,37031
CA,95987,20801
CA,95987,23441
CA,95987,18138
CA,95988,16105
CA,95988,39396
CA,95988,38191
CA,95988,31090
CA,95988,57220
CA,95988,32619
CA,95991,82696
CA,95991,182389
CA,95991,149079
CA,95991,124777
CA,95991,231766
CA,95991,114068
CA,95993,67643
CA,95993,149448
CA,95993,154717
CA,95993,136522
CA,95993,346923
CA,95993,253383
CA,96001,60521
CA,96001,121033
CA,96001,124849
CA,96001,117313
CA,96001,299839
CA,96001,321721
CA,96002,68092
CA,96002,142790
CA,96002,131208
CA,96002,106419
CA,96002,232930
CA,96002,166885
CA,96003,87245
CA,96003,172175
CA,96003,170291
CA,96003,162468
CA,96003,366306
CA,96003,219260
CA,96006,853
CA,96006,1691
CA,96006,1996
CA,96006,2136
CA,96006,3589
CA,96007,45185
CA,96007,97529
CA,96007,94497
CA,96007,75413
CA,96007,126161
CA,96007,51193
CA,96008,2558
CA,96008,6601
CA,96008,5633
CA,96008,7849
CA,96008,17823
CA,96008,12643
CA,96013,7031
CA,96013,15154
CA,96013,15759
CA,96013,16839
CA,96013,29038
CA,96015,625
CA,96015,2276
CA,96015,3217
CA,96016,377
CA,96016,1194
CA,96016,3343
CA,96016,3739
CA,96019,19831
CA,96019,45821
CA,96019,38981
CA,96019,34029
CA,96019,49070
CA,96019,14367
CA,96020,4489
CA,96020,9713
CA,96020,12460
CA,96020,10471
CA,96020,24675
CA,96020,10482
CA,96021,33746
CA,96021,76758
CA,96021,56380
CA,96021,42651
CA,96021,57536
CA,96021,28345
CA,96022,26774
CA,96022,60209
CA,96022,67044
CA,96022,66499
CA,96022,151191
CA,96022,83318
CA,96023,2001
CA,96023,4645
CA,96023,3762
CA,96023,2486
CA,96023,5419
CA,96024,1705
CA,96024,2082
CA,96024,2197
CA,96024,2018
CA,96024,8051
CA,96025,5911
CA,96025,8910
CA,96025,7932
CA,96025,5489
CA,96025,11876
CA,96027,3666
CA,96027,8287
CA,96027,7416
CA,96027,6777
CA,96027,20532
CA,96028,2159
CA,96028,4577
CA,96028,5827
CA,96028,6394
CA,96028,17890
CA,96032,4252
CA,96032,9207
CA,96032,9155
CA,96032,8348
CA,96032,14466
CA,96032,6918
CA,96033,831
CA,96033,1291
CA,96033,1526
CA,96033,2219
CA,96034,1218
CA,96034,1389
CA,96034,2866
CA,96035,6048
CA,96035,13780
CA,96035,11634
CA,96035,6506
CA,96035,13884
CA,96038,1113
CA,96038,2849
CA,96038,2820
CA,96038,1989
CA,96038,3640
CA,96039,1816
CA,96039,5002
CA,96039,2987
CA,96039,4086
CA,96041,4441
CA,96041,6169
CA,96041,5358
CA,96041,3659
CA,96041,10249
CA,96044,2138
CA,96044,3170
CA,96044,3515
CA,96044,2616
CA,96044,5990
CA,96047,1448
CA,96047,2252
CA,96047,3012
CA,96047,3042
CA,96047,10034
CA,96048,1256
CA,96048,2570
CA,96048,3444
CA,96048,3021
CA,96050,711
CA,96050,1419
CA,96050,1938
CA,96050,4160
CA,96051,2350
CA,96051,4784
CA,96051,4118
CA,96051,3951
CA,96051,6958
CA,96051,6460
CA,96052,2229
CA,96052,4441
CA,96052,4673
CA,96052,3293
CA,96052,8952
CA,96055,7290
CA,96055,16450
CA,96055,14630
CA,96055,13881
CA,96055,20284
CA,96055,9246
CA,96056,2274
CA,96056,5396
CA,96056,7368
CA,96056,5123
CA,96056,18924
CA,96057,2975
CA,96057,4279
CA,96057,4946
CA,96057,3478
CA,96057,12248
CA,96058,2639
CA,96058,3200
CA,96058,3516
CA,96058,3130
CA,96059,1026
CA,96059,1469
CA,96059,2797
CA,96059,3358
CA,96062,1677
CA,96062,2661
CA,96062,4012
CA,96062,5633
CA,96062,12986
CA,96062,12744
CA,96064,8252
CA,96064,16816
CA,96064,14505
CA,96064,14236
CA,96064,21906
CA,96064,11043
CA,96065,977
CA,96065,2268
CA,96065,3114
CA,96067,16191
CA,96067,28025
CA,96067,32351
CA,96067,32477
CA,96067,75033
CA,96067,55178
CA,96069,1458
CA,96069,3193
CA,96069,2774
CA,96069,2686
CA,96069,10111
CA,96073,6591
CA,96073,13738
CA,96073,17486
CA,96073,22386
CA,96073,74755
CA,96073,107097
CA,96080,54678
CA,96080,125892
CA,96080,110300
CA,96080,93327
CA,96080,191913
CA,96080,126564
CA,96088,8196
CA,96088,16548
CA,96088,21286
CA,96088,20277
CA,96088,34923
CA,96088,13214
CA,96091,1312
CA,96091,1983
CA,96091,3976
CA,96091,5458
CA,96094,13579
CA,96094,26216
CA,96094,29236
CA,96094,25312
CA,96094,44945
CA,96094,25097
CA,96096,1122
CA,96096,2206
CA,96096,2334
CA,96096,3314
CA,96096,7773
CA,96097,19868
CA,96097,47046
CA,96097,39392
CA,96097,32400
CA,96097,57079
CA,96097,32876
CA,96101,9707
CA,96101,18808
CA,96101,20598
CA,96101,16818
CA,96101,29503
CA,96101,8835
CA,96103,2757
CA,96103,6394
CA,96103,8062
CA,96103,8413
CA,96103,21155
CA,96103,16874
CA,96104,1767
CA,96104,2779
CA,96104,2838
CA,96104,2977
CA,96104,4848
CA,96105,592
CA,96105,2626
CA,96105,2169
CA,96105,4718
CA,96107,1686
CA,96107,5816
CA,96107,5723
CA,96107,3479
CA,96107,6041
CA,96109,967
CA,96109,3423
CA,96109,3968
CA,96109,1925
CA,96109,4401
CA,96114,3522
CA,96114,10125
CA,96114,12521
CA,96114,18456
CA,96114,37751
CA,96114,8281
CA,96117,391
CA,96117,1356
CA,96117,3295
CA,96117,2811
CA,96118,2032
CA,96118,5523
CA,96118,6702
CA,96118,6903
CA,96118,14849
CA,96120,1763
CA,96120,3195
CA,96120,2694
CA,96120,3891
CA,96120,9375
CA,96120,6099
CA,96121,604
CA,96121,1550
CA,96121,3668
CA,96121,4106
CA,96122,7812
CA,96122,15882
CA,96122,16889
CA,96122,15348
CA,96122,25356
CA,96122,11842
CA,96124,444
CA,96124,1043
CA,96124,1881
CA,96124,1724
CA,96124,5343
CA,96125,743
CA,96125,2112
CA,96125,5146
CA,96128,789
CA,96128,2671
CA,96128,1992
CA,96128,2407
CA,96128,9025
CA,96129,497
CA,96129,1762
CA,96129,2673
CA,96130,22134
CA,96130,54169
CA,96130,66945
CA,96130,63526
CA,96130,137364
CA,96130,33520
CA,96134,4993
CA,96134,9117
CA,96134,8399
CA,96134,4724
CA,96134,15355
CA,96137,5308
CA,96137,9838
CA,96137,14036
CA,96137,9656
CA,96137,25989
CA,96137,12700
CA,96146,2858
CA,96146,6766
CA,96146,5944
CA,96146,3759
CA,96146,14522
CA,96146,50253
CA,96150,46371
CA,96150,89605
CA,96150,74499
CA,96150,64796
CA,96150,173264
CA,96150,194349
CA,96161,19305
CA,96161,48346
CA,96161,51733
CA,96161,52329
CA,96161,199356
CA,96161,573101
CO,80002,37341
CO,80002,110826
CO,80002,121462
CO,80002,95187
CO,80002,205324
CO,80002,175236
CO,80003,67116
CO,80003,195068
CO,80003,209026
CO,80003,184286
CO,80003,362065
CO,80003,125116
CO,80004,58943
CO,80004,162024
CO,80004,185771
CO,80004,182846
CO,80004,529097
CO,80004,320879
CO,80005,38802
CO,80005,100839
CO,80005,129819
CO,80005,156500
CO,80005,531516
CO,80005,537631
CO,80007,15012
CO,80007,31341
CO,80007,45940
CO,80007,60885
CO,80007,391893
CO,80007,795407
CO,80010,98095
CO,80010,218990
CO,80010,148324
CO,80010,83373
CO,80010,102688
CO,80010,47949
CO,80011,128351
CO,80011,310505
CO,80011,240065
CO,80011,138153
CO,80011,140067
CO,80011,41415
CO,80012,113828
CO,80012,304995
CO,80012,260214
CO,80012,161165
CO,80012,215403
CO,80012,55382
CO,80013,132519
CO,80013,377627
CO,80013,427608
CO,80013,380069
CO,80013,735692
CO,80013,213893
CO,80014,84340
CO,80014,245335
CO,80014,252303
CO,80014,197316
CO,80014,337713
CO,80014,196212
CO,80015,103548
CO,80015,254120
CO,80015,319450
CO,80015,346956
CO,80015,1090958
CO,80015,653892
CO,80016,71748
CO,80016,166915
CO,80016,213591
CO,80016,246349
CO,80016,1142939
CO,80016,1922073
CO,80017,75850
CO,80017,228237
CO,80017,216102
CO,80017,155123
CO,80017,179142
CO,80017,33462
CO,80018,20465
CO,80018,57624
CO,80018,80807
CO,80018,91173
CO,80018,256574
CO,80018,83980
CO,80019,6705
CO,80019,22081
CO,80019,23726
CO,80019,18187
CO,80019,43741
CO,80019,8756
CO,80020,79941
CO,80020,220208
CO,80020,257110
CO,80020,269158
CO,80020,778660
CO,80020,668458
CO,80021,57571
CO,80021,183032
CO,80021,222634
CO,80021,220180
CO,80021,533388
CO,80021,309626
CO,80022,99405
CO,80022,255405
CO,80022,253934
CO,80022,226114
CO,80022,501163
CO,80022,201017
CO,80023,24291
CO,80023,57361
CO,80023,82100
CO,80023,90764
CO,80023,471602
CO,80023,1278211
CO,80026,50692
CO,80026,133434
CO,80026,144593
CO,80026,138057
CO,80026,444584
CO,80026,800059
CO,80027,43528
CO,80027,102321
CO,80027,126629
CO,80027,137739
CO,80027,576843
CO,80027,1340773
CO,80030,33957
CO,80030,95602
CO,80030,84256
CO,80030,58563
CO,80030,75602
CO,80030,21111
CO,80031,62013
CO,80031,178703
CO,80031,201538
CO,80031,182188
CO,80031,459417
CO,80031,453192
CO,80033,50486
CO,80033,148117
CO,80033,149084
CO,80033,117430
CO,80033,269136
CO,80033,256071
CO,80045,1958
CO,80045,4982
CO,80045,5436
CO,80045,2909
CO,80045,6158
CO,80101,806
CO,80101,1512
CO,80101,3066
CO,80101,4272
CO,80102,10588
CO,80102,26705
CO,80102,32295
CO,80102,34047
CO,80102,80253
CO,80102,53983
CO,80103,4014
CO,80103,12000
CO,80103,13157
CO,80103,14284
CO,80103,30164
CO,80103,11536
CO,80104,47258
CO,80104,116474
CO,80104,150961
CO,80104,173371
CO,80104,587948
CO,80104,579713
CO,80105,2602
CO,80105,7140
CO,80105,10528
CO,80105,9223
CO,80105,15035
CO,80106,6447
CO,80106,13426
CO,80106,17103
CO,80106,23006
CO,80106,81908
CO,80106,72764
CO,80107,19433
CO,80107,42734
CO,80107,52552
CO,80107,67884
CO,80107,255136
CO,80107,229590
CO,80108,31818
CO,80108,70444
CO,80108,87621
CO,80108,104202
CO,80108,558994
CO,80108,1917769
CO,80109,28429
CO,80109,62323
CO,80109,85647
CO,80109,118943
CO,80109,504076
CO,80109,558348
CO,80110,50036
CO,80110,143509
CO,80110,136161
CO,80110,94376
CO,80110,171797
CO,80110,86396
CO,80111,36150
CO,80111,95931
CO,80111,128240
CO,80111,133954
CO,80111,471595
CO,80111,2403626
CO,80112,49045
CO,80112,134726
CO,80112,185710
CO,80112,188322
CO,80112,560031
CO,80112,1118754
CO,80113,36245
CO,80113,105899
CO,80113,114792
CO,80113,91982
CO,80113,217745
CO,80113,2124947
CO,80116,6217
CO,80116,12731
CO,80116,15126
CO,80116,17294
CO,80116,91555
CO,80116,225537
CO,80117,4264
CO,80117,11104
CO,80117,12186
CO,80117,14781
CO,80117,42126
CO,80117,30893
CO,80118,7403
CO,80118,13273
CO,80118,16808
CO,80118,24130
CO,80118,123732
CO,80118,291967
CO,80120,48882
CO,80120,125117
CO,80120,140857
CO,80120,135581
CO,80120,384171
CO,80120,483056
CO,80121,23802
CO,80121,56635
CO,80121,75952
CO,80121,76631
CO,80121,291491
CO,80121,1221395
CO,80122,43416
CO,80122,109085
CO,80122,146806
CO,80122,160375
CO,80122,573279
CO,80122,675633
CO,80123,67950
CO,80123,202229
CO,80123,249376
CO,80123,231684
CO,80123,663002
CO,80123,1137057
CO,80124,27281
CO,80124,76750
CO,80124,103091
CO,80124,112464
CO,80124,340729
CO,80124,1051235
CO,80125,12697
CO,80125,28556
CO,80125,45717
CO,80125,62972
CO,80125,271631
CO,80125,450347
CO,80126,48533
CO,80126,102022
CO,80126,140015
CO,80126,170060
CO,80126,813915
CO,80126,1817093
CO,80127,56595
CO,80127,139999
CO,80127,192868
CO,80127,226237
CO,80127,862985
CO,80127,1149519
CO,80128,54828
CO,80128,144807
CO,80128,196903
CO,80128,217257
CO,80128,577977
CO,80128,471769
CO,80129,36079
CO,80129,80038
CO,80129,122932
CO,80129,154552
CO,80129,614130
CO,80129,744425
CO,80130,30424
CO,80130,60988
CO,80130,97173
CO,80130,122677
CO,80130,547364
CO,80130,599865
CO,80132,31302
CO,80132,61736
CO,80132,80459
CO,80132,110271
CO,80132,571306
CO,80132,770571
CO,80133,4734
CO,80133,9328
CO,80133,13462
CO,80133,13280
CO,80133,39451
CO,80133,31710
CO,80134,87459
CO,80134,207275
CO,80134,284068
CO,80134,339259
CO,80134,1445382
CO,80134,2047809
CO,80135,5775
CO,80135,12442
CO,80135,15774
CO,80135,17592
CO,80135,61954
CO,80135,238457
CO,80136,8381
CO,80136,22259
CO,80136,27136
CO,80136,35250
CO,80136,87950
CO,80136,32796
CO,80137,1841
CO,80137,4744
CO,80137,5955
CO,80137,6424
CO,80137,20339
CO,80137,20442
CO,80138,43287
CO,80138,92701
CO,80138,119147
CO,80138,135943
CO,80138,617343
CO,80138,953602
CO,80202,24331
CO,80202,84433
CO,80202,147480
CO,80202,138547
CO,80202,325780
CO,80202,1185797
CO,80203,43580
CO,80203,173421
CO,80203,204926
CO,80203,132872
CO,80203,220535
CO,80203,203517
CO,80204,73592
CO,80204,184742
CO,80204,177254
CO,80204,141440
CO,80204,289008
CO,80204,321552
CO,80205,68254
CO,80205,191872
CO,80205,206344
CO,80205,168123
CO,80205,372586
CO,80205,394735
CO,80206,37707
CO,80206,134750
CO,80206,166485
CO,80206,115461
CO,80206,354835
CO,80206,2108428
CO,80207,37588
CO,80207,96746
CO,80207,102549
CO,80207,87585
CO,80207,248758
CO,80207,465843
CO,80209,31283
CO,80209,110387
CO,80209,165977
CO,80209,144122
CO,80209,405243
CO,80209,2029366
CO,80210,49679
CO,80210,134207
CO,80210,171708
CO,80210,147668
CO,80210,498060
CO,80210,1861865
CO,80211,54390
CO,80211,176678
CO,80211,255724
CO,80211,220502
CO,80211,598372
CO,80211,1104177
CO,80212,28832
CO,80212,91059
CO,80212,116566
CO,80212,103564
CO,80212,305443
CO,80212,561611
CO,80214,58288
CO,80214,159619
CO,80214,137981
CO,80214,91637
CO,80214,186745
CO,80214,131150
CO,80215,37083
CO,80215,96047
CO,80215,105129
CO,80215,95569
CO,80215,242690
CO,80215,279583
CO,80216,38656
CO,80216,96082
CO,80216,87294
CO,80216,49452
CO,80216,62258
CO,80216,39879
CO,80218,35322
CO,80218,131630
CO,80218,146450
CO,80218,102239
CO,80218,195380
CO,80218,610674
CO,80219,149291
CO,80219,361046
CO,80219,291863
CO,80219,178032
CO,80219,210073
CO,80219,69892
CO,80220,57106
CO,80220,169811
CO,80220,182441
CO,80220,146618
CO,80220,442315
CO,80220,1493387
CO,80221,89743
CO,80221,237173
CO,80221,225711
CO,80221,155883
CO,80221,249006
CO,80221,146533
CO,80222,41155
CO,80222,120095
CO,80222,124221
CO,80222,96767
CO,80222,252287
CO,80222,339382
CO,80223,44134
CO,80223,116564
CO,80223,118056
CO,80223,78425
CO,80223,129549
CO,80223,87536
CO,80224,36173
CO,80224,98926
CO,80224,99607
CO,80224,81689
CO,80224,214280
CO,80224,266935
CO,80226,68418
CO,80226,184006
CO,80226,180528
CO,80226,149227
CO,80226,308553
CO,80226,185515
CO,80227,63693
CO,80227,188374
CO,80227,207997
CO,80227,171342
CO,80227,415171
CO,80227,452872
CO,80228,53772
CO,80228,159651
CO,80228,186742
CO,80228,174095
CO,80228,545906
CO,80228,721160
CO,80229,112089
CO,80229,321902
CO,80229,300332
CO,80229,203989
CO,80229,244332
CO,80229,52068
CO,80230,14022
CO,80230,33673
CO,80230,43071
CO,80230,36442
CO,80230,110197
CO,80230,438373
CO,80231,72612
CO,80231,214694
CO,80231,193433
CO,80231,130629
CO,80231,269373
CO,80231,376382
CO,80232,41142
CO,80232,125046
CO,80232,137348
CO,80232,112350
CO,80232,235508
CO,80232,91884
CO,80233,87644
CO,80233,276227
CO,80233,286763
CO,80233,229048
CO,80233,380549
CO,80233,83828
CO,80234,52441
CO,80234,153372
CO,80234,153065
CO,80234,127319
CO,80234,303946
CO,80234,340333
CO,80235,15931
CO,80235,50453
CO,80235,46436
CO,80235,32498
CO,80235,78383
CO,80235,113254
CO,80236,32332
CO,80236,84431
CO,80236,82830
CO,80236,60973
CO,80236,129940
CO,80236,67519
CO,80237,37744
CO,80237,129909
CO,80237,152629
CO,80237,119439
CO,80237,293222
CO,80237,1257154
CO,80238,18021
CO,80238,64097
CO,80238,87455
CO,80238,87761
CO,80238,470352
CO,80238,1226358
CO,80239,105093
CO,80239,269857
CO,80239,226283
CO,80239,143176
CO,80239,134108
CO,80239,21458
CO,80241,49300
CO,80241,141829
CO,80241,173106
CO,80241,176296
CO,80241,462302
CO,80241,220311
CO,80246,30550
CO,80246,99576
CO,80246,88332
CO,80246,50472
CO,80246,93053
CO,80246,451054
CO,80247,66104
CO,80247,185214
CO,80247,170944
CO,80247,106914
CO,80247,153866
CO,80247,75714
CO,80249,68066
CO,80249,184189
CO,80249,201028
CO,80249,163196
CO,80249,275045
CO,80249,67642
CO,80260,81452
CO,80260,208656
CO,80260,173117
CO,80260,100248
CO,80260,100550
CO,80260,18044
CO,80301,45181
CO,80301,112489
CO,80301,121577
CO,80301,115196
CO,80301,343922
CO,80301,1101058
CO,80302,35584
CO,80302,69111
CO,80302,69125
CO,80302,63014
CO,80302,240245
CO,80302,1229041
CO,80303,40111
CO,80303,83262
CO,80303,82113
CO,80303,80023
CO,80303,292576
CO,80303,806641
CO,80304,43448
CO,80304,100117
CO,80304,98530
CO,80304,99100
CO,80304,347877
CO,80304,2097292
CO,80305,27329
CO,80305,62378
CO,80305,64266
CO,80305,60376
CO,80305,262155
CO,80305,676652
CO,80401,61907
CO,80401,150348
CO,80401,173744
CO,80401,165445
CO,80401,549189
CO,80401,1360477
CO,80403,23867
CO,80403,58212
CO,80403,78113
CO,80403,85194
CO,80403,381739
CO,80403,887766
CO,80421,12013
CO,80421,29650
CO,80421,39951
CO,80421,45787
CO,80421,120607
CO,80421,53683
CO,80422,6445
CO,80422,16109
CO,80422,20051
CO,80422,21353
CO,80422,47431
CO,80422,27825
CO,80424,19578
CO,80424,64770
CO,80424,51404
CO,80424,44362
CO,80424,120420
CO,80424,406329
CO,80428,1105
CO,80428,2499
CO,80428,3635
CO,80428,4532
CO,80428,10196
CO,80428,16336
CO,80433,10208
CO,80433,25348
CO,80433,35627
CO,80433,45697
CO,80433,177342
CO,80433,217527
CO,80435,17806
CO,80435,57144
CO,80435,41232
CO,80435,36246
CO,80435,93307
CO,80435,165742
CO,80439,27119
CO,80439,55976
CO,80439,77245
CO,80439,92406
CO,80439,425861
CO,80439,1314925
CO,80440,4854
CO,80440,11876
CO,80440,12358
CO,80440,13178
CO,80440,27015
CO,80440,22118
CO,80446,7682
CO,80446,21260
CO,80446,18834
CO,80446,18198
CO,80446,46829
CO,80446,48951
CO,80447,3106
CO,80447,8256
CO,80447,9269
CO,80447,6923
CO,80447,22621
CO,80447,46739
CO,80449,2185
CO,80449,4660
CO,80449,5669
CO,80449,5022
CO,80449,10888
CO,80452,7249
CO,80452,18227
CO,80452,19530
CO,80452,16493
CO,80452,36251
CO,80452,25816
CO,80455,1079
CO,80455,2860
CO,80455,3647
CO,80455,2842
CO,80455,12203
CO,80456,754
CO,80456,1467
CO,80456,3110
CO,80456,2609
CO,80456,10409
CO,80459,3916
CO,80459,10482
CO,80459,13495
CO,80459,10743
CO,80459,22693
CO,80459,9350
CO,80461,14898
CO,80461,41765
CO,80461,33567
CO,80461,28572
CO,80461,54638
CO,80461,26922
CO,80465,20915
CO,80465,50567
CO,80465,73058
CO,80465,85097
CO,80465,269700
CO,80465,627040
CO,80466,7105
CO,80466,14759
CO,80466,15644
CO,80466,17916
CO,80466,58844
CO,80466,80360
CO,80467,3234
CO,80467,9120
CO,80467,11376
CO,80467,9845
CO,80467,23271
CO,80467,19093
CO,80468,603
CO,80468,1020
CO,80468,1696
CO,80468,5960
CO,80470,5035
CO,80470,10968
CO,80470,14009
CO,80470,18561
CO,80470,70602
CO,80470,67688
CO,80480,2175
CO,80480,5843
CO,80480,6922
CO,80480,3304
CO,80480,12362
CO,80481,1349
CO,80481,2042
CO,80481,2169
CO,80481,2281
CO,80481,13893
CO,80487,18731
CO,80487,49064
CO,80487,45431
CO,80487,40089
CO,80487,140734
CO,80487,431703
CO,80498,9349
CO,80498,25510
CO,80498,25069
CO,80498,24101
CO,80498,71939
CO,80498,154243
CO,80501,86656
CO,80501,239256
CO,80501,215079
CO,80501,172316
CO,80501,343874
CO,80501,207071
CO,80503,50451
CO,80503,120654
CO,80503,138467
CO,80503,141254
CO,80503,529446
CO,80503,1306642
CO,80504,89093
CO,80504,236531
CO,80504,262038
CO,80504,284167
CO,80504,844868
CO,80504,887193
CO,80510,896
CO,80510,1926
CO,80510,2377
CO,80510,2236
CO,80510,16143
CO,80512,3787
CO,80512,7898
CO,80512,10098
CO,80512,10189
CO,80512,26727
CO,80512,38605
CO,80513,23685
CO,80513,56642
CO,80513,73982
CO,80513,86560
CO,80513,274017
CO,80513,280760
CO,80514,9565
CO,80514,29079
CO,80514,32071
CO,80514,34077
CO,80514,70943
CO,80514,15020
CO,80515,1053
CO,80515,3128
CO,80515,4858
CO,80515,3770
CO,80515,8980
CO,80516,33851
CO,80516,72539
CO,80516,108185
CO,80516,137592
CO,80516,690086
CO,80516,894725
CO,80517,18736
CO,80517,45127
CO,80517,47446
CO,80517,46209
CO,80517,135123
CO,80517,164295
CO,80521,71799
CO,80521,139952
CO,80521,101733
CO,80521,81002
CO,80521,201458
CO,80521,357011
CO,80524,72945
CO,80524,170027
CO,80524,159626
CO,80524,157738
CO,80524,420393
CO,80524,715845
CO,80525,98322
CO,80525,242507
CO,80525,242659
CO,80525,240583
CO,80525,718242
CO,80525,874790
CO,80526,91174
CO,80526,210399
CO,80526,201324
CO,80526,190894
CO,80526,514237
CO,80526,472986
CO,80528,32591
CO,80528,71475
CO,80528,83544
CO,80528,84357
CO,80528,339522
CO,80528,830004
CO,80530,7713
CO,80530,26504
CO,80530,34084
CO,80530,35325
CO,80530,71820
CO,80530,21447
CO,80534,24695
CO,80534,61393
CO,80534,90222
CO,80534,102940
CO,80534,287825
CO,80534,185409
CO,80535,5612
CO,80535,13801
CO,80535,15708
CO,80535,13769
CO,80535,28221
CO,80535,23529
CO,80536,2900
CO,80536,6551
CO,80536,9330
CO,80536,11582
CO,80536,29685
CO,80536,31644
CO,80537,81134
CO,80537,205795
CO,80537,212618
CO,80537,202970
CO,80537,468730
CO,80537,422201
CO,80538,85884
CO,80538,222641
CO,80538,249815
CO,80538,251121
CO,80538,576344
CO,80538,499519
CO,80540,7301
CO,80540,15129
CO,80540,19674
CO,80540,18272
CO,80540,88047
CO,80540,199889
CO,80542,6067
CO,80542,15162
CO,80542,18562
CO,80542,24604
CO,80542,88841
CO,80542,107285
CO,80543,11059
CO,80543,33255
CO,80543,48189
CO,80543,51822
CO,80543,89401
CO,80543,27992
CO,80545,2377
CO,80545,3344
CO,80545,3725
CO,80545,4788
CO,80545,18207
CO,80547,5694
CO,80547,11673
CO,80547,16089
CO,80547,24388
CO,80547,132205
CO,80547,439372
CO,80549,18177
CO,80549,51042
CO,80549,68626
CO,80549,80546
CO,80549,154660
CO,80549,70173
CO,80550,45991
CO,80550,118101
CO,80550,167203
CO,80550,205737
CO,80550,657649
CO,80550,815531
CO,80601,70162
CO,80601,187002
CO,80601,204548
CO,80601,180462
CO,80601,422887
CO,80601,163548
CO,80602,50077
CO,80602,117416
CO,80602,163152
CO,80602,206390
CO,80602,853272
CO,80602,732976
CO,80603,21684
CO,80603,64661
CO,80603,81307
CO,80603,85997
CO,80603,184150
CO,80603,112306
CO,80610,4913
CO,80610,14376
CO,80610,16783
CO,80610,16171
CO,80610,31853
CO,80610,45120
CO,80611,858
CO,80611,2729
CO,80611,3705
CO,80611,4061
CO,80611,8723
CO,80611,8189
CO,80612,856
CO,80612,2562
CO,80612,3146
CO,80612,3269
CO,80612,10805
CO,80615,12894
CO,80615,30673
CO,80615,41170
CO,80615,45713
CO,80615,137123
CO,80615,131015
CO,80620,37693
CO,80620,110547
CO,80620,106084
CO,80620,86232
CO,80620,100074
CO,80620,12927
CO,80621,26169
CO,80621,66551
CO,80621,73039
CO,80621,60101
CO,80621,106064
CO,80621,110722
CO,80622,535
CO,80622,1434
CO,80622,2378
CO,80622,2158
CO,80622,3920
CO,80624,1693
CO,80624,4925
CO,80624,5813
CO,80624,4263
CO,80624,10397
CO,80624,21784
CO,80631,100701
CO,80631,243316
CO,80631,189143
CO,80631,129187
CO,80631,147841
CO,80631,145130
CO,80634,108993
CO,80634,293273
CO,80634,311573
CO,80634,302880
CO,80634,673186
CO,80634,548774
CO,80640,21500
CO,80640,58615
CO,80640,74985
CO,80640,62488
CO,80640,140240
CO,80640,72298
CO,80642,6594
CO,80642,17882
CO,80642,20963
CO,80642,22753
CO,80642,57875
CO,80642,84711
CO,80643,5331
CO,80643,13379
CO,80643,17146
CO,80643,16912
CO,80643,48087
CO,80643,41061
CO,80644,4680
CO,80644,12306
CO,80644,15069
CO,80644,17876
CO,80644,35711
CO,80644,27851
CO,80645,7670
CO,80645,19513
CO,80645,22510
CO,80645,20434
